"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AH5ZWO24UGTNS3ILXERWVBOY3HLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/58335641-b6af-4d69-ae26-64a6692649fb._CR0,0,498,498_SX48_.jpg""/>","Jeromy Stone","https://www.amazon.com/gp/customer-reviews/R2IIBKHD9832IC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","2.0 out of 5 stars","Meh","Reviewed in the United States on November 30, 2023","I like the ingredients, but neither my kitten nor my 3.5 year olde kitty would eat them. They wouldn't even touch them. I like this brand, these just weren't it.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDSuTYiZlCDiu6CTnDJdvCTMGD3K490xONr4wJG%252FgydEAAAAAGXT5ZsAAAAB%26reviewId%3DR2IIBKHD9832IC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDSuTYiZlCDiu6CTnDJdvCTMGD3K490xONr4wJG%2FgydEAAAAAGXT5ZsAAAAB&reviewId=R2IIBKHD9832IC","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AF5RGJJWXQP22U4EWXHTGUQ25QGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/3197123c-b1e4-4c00-b849-316f31f4252e._CR0,0,500,500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/3197123c-b1e4-4c00-b849-316f31f4252e._CR0,0,500,500_SX48_.jpg""/>","AirKitten","https://www.amazon.com/gp/customer-reviews/RYSCYATAZD9YH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","I didn't have great expectations with my finicky girl...","Reviewed in the United States on August 17, 2023","She loves them. She's prone to UTI issues and inhaled them. Bonus was my older crochety cat hates them and there's no fighting over treats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGzvmtY3CHIQaO9gFhu65CYdSkLoAIByxSH31ye%252F%252BJQQAAAAAGXT5bEAAAAB%26reviewId%3DRYSCYATAZD9YH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","3 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGzvmtY3CHIQaO9gFhu65CYdSkLoAIByxSH31ye%2F%2BJQQAAAAAGXT5bEAAAAB&reviewId=RYSCYATAZD9YH","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AF3PLFLDY5UGVGFUXYVVOIIZATJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Megs","https://www.amazon.com/gp/customer-reviews/RE5SNROYPEAIS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","The Cat That Needs It, Loves It","Reviewed in the United States on May 4, 2022","We have 2 cats. One with a history this last year of urinary crystals and one without. Our cat with crystal issues was eating the Purina prescription treats, but all of the sudden lost interest. I got these, gave one to each cat and the one with the crystals loves them, the one without crystals won't touch it. The one who needs a loves it comes running when he hears the bag. Just put these on a S&S list. As for if it really helps the issues, I have no idea. However, it alleviates my guilt of not being able to give him treats!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOK1J%252Fwe6TM4AvfupgVFBNn0UtwCkg0gJmBVFt9WPWDaAAAAAGXT5bEAAAAB%26reviewId%3DRE5SNROYPEAIS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOK1J%2Fwe6TM4AvfupgVFBNn0UtwCkg0gJmBVFt9WPWDaAAAAAGXT5bEAAAAB&reviewId=RE5SNROYPEAIS","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AG3JS4HB4FUTITBQ5DI332LLWFGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a85e63dc-def5-48f4-8a0e-bf8e61badaec._CR0,0,358,358_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a85e63dc-def5-48f4-8a0e-bf8e61badaec._CR0,0,358,358_SX48_.jpg""/>","Brady","https://www.amazon.com/gp/customer-reviews/R1E9VZP8LV0GJF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Cats like them","Reviewed in the United States on December 31, 2022","These are star like shapes. My cats like them well enough. Can't break into smaller pieces though.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDs9mQKF%252FGOLP3azr69V4m1LSG0nZWTg0XKJeBmovAWQAAAAAGXT5bEAAAAB%26reviewId%3DR1E9VZP8LV0GJF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDs9mQKF%2FGOLP3azr69V4m1LSG0nZWTg0XKJeBmovAWQAAAAAGXT5bEAAAAB&reviewId=R1E9VZP8LV0GJF","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEW4N5CX4SS3LV6ZARRVNCSAU7KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Christine","https://www.amazon.com/gp/customer-reviews/R3KYH77JTFVQAE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Healthy for UTIs","Reviewed in the United States on July 21, 2022","My cat is my cat usually doesn’t eat treats and did not eat the stuff I bought at the pet store so I was quite surprised that he likes these. Healthy ingredients. 🇺🇸 Of course I cannot afford to give them to him every day but he does eat them. I was unaware that inside male cats got UTIs or crystals so that was an expensive education when he had to go on antibiotics but I give him these and the homeopathic drops occasionally and all seems well. I am buying them again","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGbjQnXBLCuFhjoqvYaPxTZL4Flu2mIz4%252Bj9bC1R6cytAAAAAGXT5bEAAAAB%26reviewId%3DR3KYH77JTFVQAE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGbjQnXBLCuFhjoqvYaPxTZL4Flu2mIz4%2Bj9bC1R6cytAAAAAGXT5bEAAAAB&reviewId=R3KYH77JTFVQAE","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHS5HEQSDVWIOR7YWPE5767ZTXMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png""/>","Dori Herndon","https://www.amazon.com/gp/customer-reviews/R2NH2BDNTWCJH5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Seems to work","Reviewed in the United States on January 31, 2018","I have an aging cat that's becoming a bit of a money pit, so when I saw her spending too much time in the litter box trying to urinate, I thought I'd try some natural things instead of an expensive vet, and medicines I have to shove down her throat.  Or I have to mix with her food, keep the other cats away from it, and watch while holding breath hoping she'll eat it all not notice.  So I tried this.  I was surprised she actually seemed to love it and she's a picky eater. Of course, all cats are different, but at least mine liked it.  It wasn't a miracle cure and I almost did four stars, but she gradually started to have an easier time on the litter box and now it's been several weeks since I've noticed a problem so I guess she's cured for now.  I even have some left.  I keep telling myself I should give them to her more often for maintenance.  But bottom line, it seemed to work for my cat.  I can't know if she would have gotten better anyway, but she did get better.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKYX4JMa2xelbVyBQOyka%252BUyWh1aIx9Y%252Bb2eitgEro8hAAAAAGXT5bEAAAAB%26reviewId%3DR2NH2BDNTWCJH5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKYX4JMa2xelbVyBQOyka%2BUyWh1aIx9Y%2Bb2eitgEro8hAAAAAGXT5bEAAAAB&reviewId=R2NH2BDNTWCJH5","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFPKPQ4REZR3NL7WBEZD7HFCMDUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Thomas B","https://www.amazon.com/gp/customer-reviews/R2R3U3E5NS8OGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Great for a Treat","Reviewed in the United States on September 10, 2023","My cat loves these and they are healthy for him","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKhFIg3rqJtp3To1DODVoVJkADp9IEW8E5UYPlqcKh4CAAAAAGXT5bEAAAAB%26reviewId%3DR2R3U3E5NS8OGX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKhFIg3rqJtp3To1DODVoVJkADp9IEW8E5UYPlqcKh4CAAAAAGXT5bEAAAAB&reviewId=R2R3U3E5NS8OGX","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AH7WT6YZHQJ5ZPPAY7UGUAZKXLCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amanda","https://www.amazon.com/gp/customer-reviews/R2TCIM213TTPC0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Great for boy kitties","Reviewed in the United States on August 24, 2023","My two male cats love these and it's good for their health. Score!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOrgU%252BtwYqXzbeVX4%252BkcawyYtvDgxNYdTFNMvWPs2rXlAAAAAGXT5bEAAAAB%26reviewId%3DR2TCIM213TTPC0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOrgU%2BtwYqXzbeVX4%2BkcawyYtvDgxNYdTFNMvWPs2rXlAAAAAGXT5bEAAAAB&reviewId=R2TCIM213TTPC0","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGIRGY2UZVOSQMM6KLGCL6XAGYVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lindsey Rumbley","https://www.amazon.com/gp/customer-reviews/R1Q5P3DFKHAPVY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Treats","Reviewed in the United States on November 27, 2022","My picky kitty lived them the first few feedings and refuses to eat them now. Nothing against the product, she's just picky","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJ%252BM7SgU4FLbGDRfGH70NC46leP9KMM8yORviIbj76HOAAAAAGXT5bEAAAAB%26reviewId%3DR1Q5P3DFKHAPVY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ%2BM7SgU4FLbGDRfGH70NC46leP9KMM8yORviIbj76HOAAAAAGXT5bEAAAAB&reviewId=R1Q5P3DFKHAPVY","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFD3C5TONP2TVO2JPQKME57JE5VA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","K. Wren","https://www.amazon.com/gp/customer-reviews/R34A9302CI8HF7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","These treats saved our boy!","Reviewed in the United States on November 10, 2020","After 2 rounds of antibiotics our cat could not seem to shake a constant UTI following becoming stressed out over some home remodeling we were doing. Always up until then he was perfect with the litter box but because he felt so bad he had to show us how he was feeling, we were beside ourselves on what to do. Finally I did some research and found these treats, I figured if cranberry was good for this problem in people maybe it would work on the cat. Since we started giving him these treats he is back to his old self! No blood in his urine, no whimpering because he is in pain, and no tinkling outside the box. I can't praise these enough! For the record he is already on prescription UTI food and it also didn't seem to solve the problem. These did! I hope my review helps another family in search of a solution for this problem.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhD6xkhRxWe8xaEX4eQD6NRhFPfNYqbGc4Y%252Bfy%252BDedTFmAAAAAGXT5bEAAAAB%26reviewId%3DR34A9302CI8HF7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","44 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD6xkhRxWe8xaEX4eQD6NRhFPfNYqbGc4Y%2Bfy%2BDedTFmAAAAAGXT5bEAAAAB&reviewId=R34A9302CI8HF7","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEJNP6DOV52IZ7SIXNHYIRGSQNCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jen","https://www.amazon.com/gp/customer-reviews/R3JL5GVDHY5DBC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Cats would touch","Reviewed in the United States on January 19, 2023","My cats refused to eat them.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNvB8NmKMCLrSVpQbwwJGzdMErYjMXdJb8zPeFCkw4IlAAAAAGXT5bEAAAAB%26reviewId%3DR3JL5GVDHY5DBC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNvB8NmKMCLrSVpQbwwJGzdMErYjMXdJb8zPeFCkw4IlAAAAAGXT5bEAAAAB&reviewId=R3JL5GVDHY5DBC","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEMM44WCWD56DHVCIWV3TU3WQM7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/47731436-1f5d-4f77-bc53-63c1284ae5a2._CR0,0,356,356_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/47731436-1f5d-4f77-bc53-63c1284ae5a2._CR0,0,356,356_SX48_.jpg""/>","Tasha Hoodenpyle","https://www.amazon.com/gp/customer-reviews/R1Z8Z8169YRZ4H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","4.0 out of 5 stars","Cat loves them","Reviewed in the United States on May 28, 2022","My cats are spoiled. I have five of them. One of them was very sick and had bladder issues. Which means he needs more natural food with little magnesium. I was happy to find these treats because now he can have treats with the other cats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLw%252FqRrBktMp4WNvwqL7Oc6J05ukqmqXKmnQHBZeCztfAAAAAGXT5bMAAAAB%26reviewId%3DR1Z8Z8169YRZ4H&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLw%2FqRrBktMp4WNvwqL7Oc6J05ukqmqXKmnQHBZeCztfAAAAAGXT5bMAAAAB&reviewId=R1Z8Z8169YRZ4H","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHDXFBRI2NLJZIW5XFGR5FS7DG6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/adcf1442-6119-4b82-bc48-31331c2c0300._CR0,0,458,458_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/adcf1442-6119-4b82-bc48-31331c2c0300._CR0,0,458,458_SX48_.jpg""/>","LinDee","https://www.amazon.com/gp/customer-reviews/R3R09IQMOT2C6P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","The only treats she loves!","Reviewed in the United States on March 21, 2023","My cat, Callie, had renal disease. There wasn't much in her special diet she enjoyed except for these treats. I followed directions and only gave the amount specified, and she enjoyed them so much more than any other treats she ever had.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDVQUEAdm6iGpDcVI0KJJTgr%252BIEa3QGxDXKtzRp68xSeAAAAAGXT5bMAAAAB%26reviewId%3DR3R09IQMOT2C6P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDVQUEAdm6iGpDcVI0KJJTgr%2BIEa3QGxDXKtzRp68xSeAAAAAGXT5bMAAAAB&reviewId=R3R09IQMOT2C6P","Report","Showing  comments",""
