"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-lazy-loaded src"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","michel l.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP8izVMb7piyjRxNwMMy61GO%2FzSSXospKvT3OKbUCfu9AAAAAGXT5A0AAAAB&reviewId=R30BQO2LLHP341","3.0 out of 5 stars","Translate review to English","Reviewed in Canada on July 31, 2020","","","","Report","https://www.amazon.com/product-reviews/B00X1A2ESC/ref=cm_cr_getr_d_paging_btm_next_3?pageNumber=3#customerReviews","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kaitlin","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDUuhCMR7gpFhMnR3e%2FlQWF1h882B%2FfekqcLlpd6NdYHAAAAAGXT5A0AAAAB&reviewId=R1H82I6ATHO53W","3.0 out of 5 stars","Dog loved it, finished it in less than an hour","Reviewed in Canada on December 25, 2019","My dachshund loved it! However, he finished it in less than an hour.","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Marianne","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP0cwK%2BhXCt15GlSyVQN8LOgP3eZammI1btSACl7LbnPAAAAAGXT5A0AAAAB&reviewId=R13CMDAJAS62OW","5.0 out of 5 stars","Long lasting for my puppy","Reviewed in Canada on April 17, 2020","My puppy(aussie shepherd) has been chewing on it for 2 weeks now. And its not about to be over...maybe its too hard for a 8 weeks old puppy or its just not tasty enough..??","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Scott B","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hApPd0PB7dO%2FyH5NRgZ0%2Fzgca08JZ76Gwd9MQ6PC5IeEAAAAAGXT5A0AAAAB&reviewId=RNOB8ZAA0N3KW","3.0 out of 5 stars","Dog loves them but short lasting","Reviewed in Canada on October 24, 2018","My labradoodle loves these rings but they are short lasting.. maybe takes 5 min to eat one","","","Report","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e35edbf2-bfbb-4bb1-adc3-ac971dfa350f._CR62,0,375,375_SX48_.jpg""/>","sunny","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFtMFJkOIHXNa%2FATrFvR1CWKx%2BpfCbU7b%2BocTyZDcO4AAAAAAGXT5A0AAAAB&reviewId=R3J08FQG7C59Y1","5.0 out of 5 stars","Puppy loved them","Reviewed in Canada on November 12, 2018","But she eats them in about 3 minutes. Great when she was smaller and would probably last longer with a small dog pup but a now 15 week old labrador just swallows them.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Client d'Amazon","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLfZyExEWUgrFZgyv57Cytip%2Bwdgd37RnTQ79nvzKdDVAAAAAGXT5A0AAAAB&reviewId=R8CPI89PGKRGV","5.0 out of 5 stars","Super cute","Reviewed in Canada on August 29, 2019","My dog just loved it. But as he grows, it was too small and hate it in few seconds. It is good for puppys. He also enjoyed pumkin flavor.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Evelyn White","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDWdPJjjbI2%2BTwFyLbxZjU8p1lwZg8%2FhBRtRjkgbG2qjAAAAAGXT5A0AAAAB&reviewId=R2QNZR5L3OOUG","5.0 out of 5 stars","My dog loves these","Reviewed in Canada on April 4, 2019","Perfect for a chewing puppy (lab cross). She finishes them in under 10 minutes. Not sure if they come in larger sizes so they last longer, but that would be nice.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jessica","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKntQi7wWK9VaZt6wvL99CQub3u%2Fqg00%2B%2BSancO7J51XAAAAAGXT5A0AAAAB&reviewId=R3PHAPU06CFL9M","5.0 out of 5 stars","Puppy love","Reviewed in Canada on July 18, 2019","I gave this to my teething 5 month old puppy and he had it gone in about 20 minutesHe loved it and I loved the silence haha","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAusBu5uGF8WuDExBYzqvQ7m40A8Sjp4X%2B0DYNGz97pZAAAAAGXT5A8AAAAB&reviewId=R1SA0Q8VHE17ZC","5.0 out of 5 stars","Awesome","Reviewed in Canada on April 23, 2019","My puppy loves these! She eats them quickly though, maybe about 15 minutes to finish. But it is a nice treat for special occasions :)","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","C Ross","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJBGpcjYsxpo64asYjnKX17g5WI%2ByZYin2PruNaW%2Flz3AAAAAGXT5A8AAAAB&reviewId=R3U6JJH3NUPH3","5.0 out of 5 stars","They’re a hit.","Reviewed in Canada on January 2, 2021","My puppy loves these!","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","NyahsMama","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHIEMYXBRnmVo%2B6itQc25SxdsGqfNga%2B6SffHYcc5iUWAAAAAGXT5A8AAAAB&reviewId=R1LFIX0PB9DH8V","5.0 out of 5 stars","Pup loves it.","Reviewed in Canada on March 11, 2019","At first she was reluctant due to the size but a couple weeks later she’s truly enjoying it. Will definitely be purchasing more.","","","Report","","Pup loves it.","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","@1handedmomma","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO%2BY8pzd%2BUo84xSN63aMJWLWj4t49SVpi8XemKsfe4UeAAAAAGXT5A8AAAAB&reviewId=R3EKV4X1ZZYX3Z","5.0 out of 5 stars","Great value!","Reviewed in Canada on December 9, 2020","Puppy LOVED these!!!","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hM%2BRiId59Moy97BbbOyA083P6g6A61B4bItg6aqtD3EKAAAAAGXT5A8AAAAB&reviewId=RCI7ETF7W3XRE","5.0 out of 5 stars","Puppy Love","Reviewed in Canada on May 18, 2017","My puppy loved this teething ring.... she chews on it for awhile and then hides it and digs it out later for another chew.  It is one of her favourites!","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Aaron","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPKZPlh8yfOBkQyA%2FMyJJ7Mt9DVBkM%2BHixiHt9mE4fW8AAAAAGXT5A8AAAAB&reviewId=RUW7G42W5449J","5.0 out of 5 stars","My 5 month old puppy seems to like these. Great way to distract him from chewing ...","Reviewed in Canada on March 5, 2018","My 5 month old puppy seems to like these. Great way to distract him from chewing on other things I don't want him chewing on","","","Report","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ALYSSA P.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLMp9NPY%2FhGaLNV3UkdZ%2FbWfzVvzFALeTYz5OjAbH3UoAAAAAGXT5A8AAAAB&reviewId=R1AQY5NK8WAL1F","1.0 out of 5 stars","My puppy could have died","Reviewed in Canada on May 7, 2020","This thing lasted less than an hour and then became a soft choking hazard that got stuck in her teeth with the piece attached going down her throat. I bought two and they cannot be returned. Be careful with this one.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIyUzl7YS31hXGjo523oaQ7STzW8VnI%2FiXB0GFVvYKuBAAAAAGXT5A8AAAAB&reviewId=R1XAV4DXNNPT7I","5.0 out of 5 stars","My puppy loves it!","Reviewed in Canada on January 17, 2018","My Boston terrier puppy loves this treat! When other toys/bones do not interest her she will always chew on this one.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/fa3431c7-d736-41f7-baa1-6737e958d2e2._CR83,0,333,333_SX48_.jpg""/>","K.W.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDkJYx2ZLvn0NmliyQ35GCl4TUK1n%2BRcexJ%2F2tTCATqiAAAAAGXT5A8AAAAB&reviewId=R3FK544FGUGLUF","5.0 out of 5 stars","Pup loves","Reviewed in Canada on July 5, 2019","She likes the chicken flavor but not pumpkin. Picky puppy.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/22242f77-7d70-49d7-8ba0-35c095eb6e98._CR0,0,375,375_SX48_.jpg""/>","sunshine","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDyVN6nUJSk21hFXpVCH9YqtDmgA4QYDW%2F8VDOtlzj3KAAAAAGXT5A8AAAAB&reviewId=R2FAZ2MQTJEA4","5.0 out of 5 stars","Great Treat for small dogs!","Reviewed in Canada on February 1, 2019","Simply Outstanding! My girls love the taste! They cannot get enough of these!","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Steph Lovett","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNfJxaR5iSpNvUUo%2FIvmk3IP78iDfDcg2ZHjDGk0lleRAAAAAGXT5BEAAAAB&reviewId=R2BERIBV07M27K","5.0 out of 5 stars","Perfect for puppy teeth!","Reviewed in Canada on November 13, 2019","My puppy loved this!","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jul","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGB4eCt52fiVMHg9adWJG%2Fg6vmJatkxRuUcQW00fffQKAAAAAGXT5BEAAAAB&reviewId=RXMRCWIFRHYI2","5.0 out of 5 stars","Translate review to English","Reviewed in Canada on December 23, 2019","","","","Report","https://www.amazon.com/product-reviews/B00X1A2ESC/ref=cm_cr_getr_d_paging_btm_next_5?pageNumber=5#customerReviews","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lise","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEsQg09ewYDdjEKu%2FI%2BQmDJglVemT5SI5ra17tnjyueNAAAAAGXT5BEAAAAB&reviewId=R3R48FQ4EQ8FVT","1.0 out of 5 stars","Translate review to English","Reviewed in Canada on May 11, 2020","","","","Report","https://www.amazon.com/product-reviews/B00X1A2ESC/ref=cm_cr_getr_d_paging_btm_next_5?pageNumber=5#customerReviews","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Carol G.","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGOlVrt2gomkgmjWEV%2F889AWRlnjsS%2FJ20%2BWT9FkJKgUAAAAAGXT5BEAAAAB&reviewId=R37N4BDZ6LPDYB","5.0 out of 5 stars","Five Stars","Reviewed in Canada on October 12, 2017","bought them for a friend with a new puppy, 5 stars for sure","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Cathy DB","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK%2Be9kjKPdj9GG3Y3X4unMaTlkSNIdH5%2Fnfgfi8rrt9uAAAAAGXT5BEAAAAB&reviewId=RQ2WX1WC5RS5C","5.0 out of 5 stars","Good quality product","Reviewed in Canada on November 27, 2018","Love these for our lab puppy.","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/4724075c-675b-431e-a316-20392f55aba9._CR0,0,399,399_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/4724075c-675b-431e-a316-20392f55aba9._CR0,0,399,399_SX48_.jpg""/>","rhoda plotnikoff","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hABEyHH%2BFUVefCbCl2wufRy8dj93%2BpBiGayGiJNwbEvmAAAAAGXT5BEAAAAB&reviewId=R3C1SMWI8S6JGS","5.0 out of 5 stars","Five Stars","Reviewed in Canada on September 14, 2017","my puppy just loved them and did not give him bad smelling gas.","","","Report","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDg25rUddEQ4Awfeiqtl%2BULDDTwGAKwXqIDzw4%2Fcuh9%2BAAAAAGXT5BEAAAAB&reviewId=R2Y6A7L0691EMX","5.0 out of 5 stars","Perfect","Reviewed in Canada on May 13, 2019","Dog loves these","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Don Moore","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKMWNqN44DBlehbVEUaWs2PyFTXi5r5gAsPkwsSRpXOcAAAAAGXT5BEAAAAB&reviewId=R3TX0UVKU7OCGQ","5.0 out of 5 stars","dog loves it","Reviewed in Canada on March 14, 2019","just don't last long","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","S","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKqOJxfWFZgEjyvJn3e6QXXoYtrVgOhsrCVv6lzMCwspAAAAAGXT5BEAAAAB&reviewId=R2RJ5Q2A42CI7I","5.0 out of 5 stars","I want more...haha great product","Reviewed in Canada on February 4, 2018","He loves it. He has been chewing for 20 mins straight.","","","Report","","I want more...haha great product","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Hayley B","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ92iwIk1mo2h7ZyyvA%2FOUlPuElcrllSY%2BedhXii3Qc2AAAAAGXT5BEAAAAB&reviewId=R1I1KU1540RN19","1.0 out of 5 stars","dog wasn't interested","Reviewed in Canada on July 27, 2020","My puppy wasn't interested and ignored it","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sheila K","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI72cnXi5ECovpVbFWXY7%2ByFBq2Ldlfsm8a%2BNaIdK2l7AAAAAGXT5BMAAAAB&reviewId=R1USSGFPD6S6PF","1.0 out of 5 stars","Did not like this for my puppy","Reviewed in Canada on November 18, 2018","My 8 week old puppy chewed through this in minutes. I had to take it from her because I was scared she would get a curved piece in her throat","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Patricia Deschenes","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFo44yd0%2BHHWVdFQSEARR53VlSa9yJ1qTLup7YEdqzk9AAAAAGXT5BMAAAAB&reviewId=RSDVCNMDBPSZP","5.0 out of 5 stars","Great!!","Reviewed in Canada on September 22, 2018","My pup loves them","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jessica knoll","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMHCFRxyENnLmzQ%2Boiw3OvhTnxrtNatYFK2siJTUChfMAAAAAGXT5BMAAAAB&reviewId=R1JFLM2DDGKJS8","5.0 out of 5 stars","Puppy loves it","Reviewed in Canada on July 16, 2018","Great product","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Nancy & Dave","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGPLrnX7p8SteJYvXK2xQbtBvQNbxGbqVKavRIYaujDMAAAAAGXT5BMAAAAB&reviewId=R3BGUYVP9H8NDC","5.0 out of 5 stars","Five Stars","Reviewed in Canada on January 13, 2018","Nice size for puppies!","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/b286d900-4a04-4505-af64-09ed4b21d625._CR0,0,387,387_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/b286d900-4a04-4505-af64-09ed4b21d625._CR0,0,387,387_SX48_.jpg""/>","Julia","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCp69NPcPRr0K5ADwc%2FBMhCYcjGuzF0nomO9pGFJIKoEAAAAAGXT5BMAAAAB&reviewId=R3NOLI9ZFWOFA9","5.0 out of 5 stars","Five Stars","Reviewed in Canada on January 28, 2018","Awesome thank you","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKuh2TYA7pnItYc58uZ3icXIIiLoO98%2BI50LP%2BKSvyEBAAAAAGXT5BMAAAAB&reviewId=R3KQUU8YBOR2PY","5.0 out of 5 stars","Five Stars","Reviewed in Canada on September 14, 2017","Puppies love these things","","","Report","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","christina","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLRxorOliNzgvVYEnnvYAZx5cad8c1ebV9O9wX%2BM4JDMAAAAAGXT5BMAAAAB&reviewId=R25VENR8YSD6WF","1.0 out of 5 stars","Translate review to English","Reviewed in Canada on September 5, 2018","","","","Report","https://www.amazon.com/product-reviews/B00X1A2ESC/ref=cm_cr_getr_d_paging_btm_next_6?pageNumber=6#customerReviews","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKlkwvSqzSg5nWt5pn5H8O20HWZzVLx7xMZUHqR2nhB5AAAAAGXT5BMAAAAB&reviewId=RY3480DKE03UA","1.0 out of 5 stars","One Star","Reviewed in Canada on March 6, 2018","Lasted like 10 minutes :(","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLz2LqCKb3FWPnvMXlegCGZkb%2Bu%2Fja9t0DHMXGz5iTAuAAAAAGXT5BMAAAAB&reviewId=RR0MMET36YWFK","5.0 out of 5 stars","Johnny boy loves it","Reviewed in Canada on July 11, 2019","My 2.5 month old golden retriever loves this.. he hasn’t put it down since I gave it to him lol","","","Report","","Johnny boy loves it","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
