"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AEFOUNXHNW6KJPUMKEWLGLVMHMJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","JnS","https://www.amazon.com/gp/customer-reviews/R3A4U4ZR3MZN6G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Our dog does backflips for Get Naked Biteables!","Reviewed in the United States on August 29, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Great training incentive and pretty healthy, too.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPVh%252B8WKONUcobrcn6tCZdIedj1rxweKkoSS%252BQc62CivAAAAAGXT4RkAAAAB%26reviewId%3DR3A4U4ZR3MZN6G&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPVh%2B8WKONUcobrcn6tCZdIedj1rxweKkoSS%2BQc62CivAAAAAGXT4RkAAAAB&reviewId=R3A4U4ZR3MZN6G","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AEPYQSBKCL2VVX24OD2QMGC4Y72A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","MICHD","https://www.amazon.com/gp/customer-reviews/R1EE3MVLPM9563/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","Great Treat","Reviewed in the United States on September 20, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My puppy loves these treats & they have great quality ingredients without all the fillers","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBPVGkmAtc9nNm5KgSnoWsZL%252Bv02Yt44Vt0xKYznIwNWAAAAAGXT4RkAAAAB%26reviewId%3DR1EE3MVLPM9563&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBPVGkmAtc9nNm5KgSnoWsZL%2Bv02Yt44Vt0xKYznIwNWAAAAAGXT4RkAAAAB&reviewId=R1EE3MVLPM9563","","0","There was a problem loading comments right now. Please try again later.",""
"https://www.amazon.com/gp/profile/amzn1.account.AE2MPGIGN3PC6QTWM4EZAVUUEGKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jessica","https://www.amazon.com/gp/customer-reviews/R329LLPK5O1DJ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHVA0","5.0 out of 5 stars","10/10","Reviewed in the United States on May 14, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","10/10","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Digestive-Health-Treats%2Fproduct-reviews%2FB017YAHVA0%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAaUeky32tADvtGsPZ0%252BO%252BjURrA7bieafEbg%252FDhUyK0AAAAAAGXT4RkAAAAB%26reviewId%3DR329LLPK5O1DJ2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAaUeky32tADvtGsPZ0%2BO%2BjURrA7bieafEbg%2FDhUyK0AAAAAAGXT4RkAAAAB&reviewId=R329LLPK5O1DJ2","","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chantelle","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBj2f%2Bv%2BQZulMKwbvS3PEanEDjMYQ%2F%2BLg2ip9vRNxIq0AAAAAGXT4RkAAAAB&reviewId=R5PDQXTKBXUAG","3.0 out of 5 stars","Meh.","Reviewed in Canada on August 21, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Glad that this treat targets digestive issues. The bag's zip lock seal wore out after a week, so I relocated them to a sandwich bag. Also, one of my dogs is not interested in eating these, not too sure why but she is a little picky when it comes to treats.","One person found this helpful","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","April Kirkham","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAejT5ea0YSAdUtaxZ056svr5nyjzImIIY4DPAwbKjsuAAAAAGXT4RkAAAAB&reviewId=R1D8EJ4GDJ2W7M","5.0 out of 5 stars","Maltese 💘 them!","Reviewed in Canada on November 9, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My little maltes loves them! Her stomach seems to be better as well. Great size for small dogs.","One person found this helpful","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Diane","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGinu0VRu124TwHdydhvtHT8r2LuZcax7bIQf9PvbiUSAAAAAGXT4RkAAAAB&reviewId=R3EK0YJECBDB0R","5.0 out of 5 stars","Great dog treats","Reviewed in Canada on October 12, 2020","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog loves this product! Would definitely recommend!","","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1d2a2478-b55b-43c3-af5b-b7f2fbc3102e._CR0,0,500,500_SX48_.jpg""/>","J","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hA4MYkms%2FAOeIIstf7U%2B01x9lN%2Bl0OZvmxFUCZBshAuCAAAAAGXT4RkAAAAB&reviewId=RG2BSNF9DZ7AM","5.0 out of 5 stars","Works for digestion","Reviewed in Canada on December 29, 2018","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Keeps my baby boy pooping (he’s a cat but he loves these! Thank god. Nothing else worked. Lol)","One person found this helpful","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Allison Lindsay","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEy%2BUw8swjEpnSokCMwnKsi8QjapAUWfUxe4fKc50HoAAAAAAGXT4RsAAAAB&reviewId=R2ALM2UNMH8ODD","5.0 out of 5 stars","Nice product","Reviewed in Canada on November 15, 2019","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Nice treat size for my small dog","","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sandra Spaziani","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCQK04uynl3WRRtOeP%2BsviCwQD8QA64NpXaIzIuxXsMgAAAAAGXT4RsAAAAB&reviewId=R38JTWUVEA7WS7","5.0 out of 5 stars","Yummy treats","Reviewed in Canada on December 8, 2019","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dog love them","","","","Report","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Client d'Amazon","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP99nM5aGwxaCBdmtgqx17MG7tx%2B4XBQgSjWAU8HQdwDAAAAAGXT4RsAAAAB&reviewId=RQN8I9SUSIHMA","5.0 out of 5 stars","Five Stars","Reviewed in Canada on March 28, 2018","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Mon chien les adore!","","","","Report","","","","",""
