"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-size-base 3","a-size-base 4","a-button-text href","a-size-base 5","a-size-base href 2","a-size-base 6","a-lazy-loaded src","a-size-base 7"
"https://www.amazon.com/gp/profile/amzn1.account.AHKGIC4XOL4HJV3QXOYWOCS5IC3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","John Davis","https://www.amazon.com/gp/customer-reviews/R2WBLRS7ZX3B8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Healthy Dental Chew","Reviewed in the United States on November 23, 2020","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves these chews.  I feel good about given them to him since they are also easy on his stomach.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhEfZjq%252BejaA%252FStJtR4%252F%252BttQ4eYyEEVwBsTSAKz6x9F%252BMAAAAAGXT8TkAAAAB%26reviewId%3DR2WBLRS7ZX3B8L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEfZjq%2BejaA%2FStJtR4%2F%2BttQ4eYyEEVwBsTSAKz6x9F%2BMAAAAAGXT8TkAAAAB&reviewId=R2WBLRS7ZX3B8L","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEJBOJCK56G56TORPSLA7MLVCYQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","SkyCam","https://www.amazon.com/gp/customer-reviews/R2XH0UXD2SU87M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Dogs Love It","Reviewed in the United States on July 14, 2013","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Since I have an older overweight dog, he gets one of these for his morning treat.  He gets another type by the same company for dental care, at night.  I like the idea of being able to offer his something he really likes and not have to be concerned over the calories.  I have this on a monthly auto-delivery.","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBGHGfegv%252FOfUJtW9l3XP2ikevvxibE1LBqq25YEUVQKAAAAAGXT8TkAAAAB%26reviewId%3DR2XH0UXD2SU87M&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBGHGfegv%2FOfUJtW9l3XP2ikevvxibE1LBqq25YEUVQKAAAAAGXT8TkAAAAB&reviewId=R2XH0UXD2SU87M","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AGYG5FXGVPDFQZ5RPU5REA4CLC4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/bd209c83-3c83-4f9b-872c-6d9188fc1ef3._CR0,0,371,371_SX48_.jpg""/>","Angie Peacock","https://www.amazon.com/gp/customer-reviews/R1X7C58CNMG86E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","My 3 dogs LOVE THESE!!","Reviewed in the United States on December 21, 2012","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Out of all the flavors by Get Naked, my black lab likes this flavor the most. I don't know why but he will literally pick this bag right out of the box, even with all the other treats in there and will ""bring"" them to me in his mouth! He's a retriever after all and he retrieves these better than a tennis ball!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhMUQKF7X3jL1VN3vtqK4UCDOMXyXOfaqzyJKrSpXr2E5AAAAAGXT8TkAAAAB%26reviewId%3DR1X7C58CNMG86E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMUQKF7X3jL1VN3vtqK4UCDOMXyXOfaqzyJKrSpXr2E5AAAAAGXT8TkAAAAB&reviewId=R1X7C58CNMG86E","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AFQH33ZG5B5HEESEMFXFIVPCTNGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/I/213m7zqsIsL._CR0,0,194,194_SX48_.jpg""/>","N. Mason","https://www.amazon.com/gp/customer-reviews/RZXU1R6QGCJ5F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","My 130lb dog loves these.","Reviewed in the United States on July 21, 2016","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I am a repeat purchases of this product.  My Dog loves this and the joint health one.  They help keep his teeth clean and he looks at them like a treat. I am very particular what I feed my pet and these pass the quality test.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDl1uL0dg61AhIXCIn79tJv7OaO7XkosUprWmVmjcZ7nAAAAAGXT8TkAAAAB%26reviewId%3DRZXU1R6QGCJ5F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDl1uL0dg61AhIXCIn79tJv7OaO7XkosUprWmVmjcZ7nAAAAAGXT8TkAAAAB&reviewId=RZXU1R6QGCJ5F","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEQY2PMLFXZLI7XBQXX6GYV55VAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","cat","https://www.amazon.com/gp/customer-reviews/RUWB9QCNP8CY3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","Great product, doggies never have a stomach issue after ...","Reviewed in the United States on March 13, 2015","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Great product, doggies never have a stomach issue after eating (usually eat grass next day when they eat other types of treats ).","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJxct%252Ff2mD%252FAL8AYaAEqULHxhQAQPfWFqPd0HC4Lb7%252F1AAAAAGXT8TkAAAAB%26reviewId%3DRUWB9QCNP8CY3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJxct%2Ff2mD%2FAL8AYaAEqULHxhQAQPfWFqPd0HC4Lb7%2F1AAAAAGXT8TkAAAAB&reviewId=RUWB9QCNP8CY3","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AEZEZ2H4UC56XJNN7A3ORZREEDNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Maggie","https://www.amazon.com/gp/customer-reviews/RC4N8521P5NNG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","TERRIFIC Dog Treats!!","Reviewed in the United States on December 2, 2013","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dog loves these Dental Chews.  I used to by Dentees but for 11 dollars a bag, I needed to find something more reasonable.  I have a very picky doodle and she loves these!!  I really think the digestive gut ingredients are helping his sensitive tummy too.  A+ from me!!","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNBWdrcNVH57Cq23NcfOaDRPQy%252BC7vF3ICd%252BXAzqIXaXAAAAAGXT8TsAAAAB%26reviewId%3DRC4N8521P5NNG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNBWdrcNVH57Cq23NcfOaDRPQy%2BC7vF3ICd%2BXAzqIXaXAAAAAGXT8TsAAAAB&reviewId=RC4N8521P5NNG","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHP4AYHZGWK7ZXDSBI42WWZU5FAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","john porter","https://www.amazon.com/gp/customer-reviews/R2RSH3QLT6R3BK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","Dog likes","Reviewed in the United States on June 10, 2014","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Dog likes them but when given a choice over a regular coupke dollar bisquit box he chooses bisquits. But tgey are good for teeth","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKmYkPjPb8mZDqaQsuru364wV%252FfMSai71L5NruD7oDgcAAAAAGXT8TsAAAAB%26reviewId%3DR2RSH3QLT6R3BK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKmYkPjPb8mZDqaQsuru364wV%2FfMSai71L5NruD7oDgcAAAAAGXT8TsAAAAB&reviewId=R2RSH3QLT6R3BK","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGEKGSJROVIWIN6XXHS5SI3JFBSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png""/>","Danusia Jacobs","https://www.amazon.com/gp/customer-reviews/R2QC1GCJI44ZIY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","These are great chews because I feel they are safer than a ...","Reviewed in the United States on July 2, 2014","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","These are great chews because I feel they are safer than a rawhide kind which my dog would choke on. It still is good because she does have to chew it rather than inhaling it. My dog has acid reflux and a bit of a wimpy stomach so this has been working out great.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCXzxTni%252B%252Fk%252Fd9o%252FGb%252FEuxTJAEKBl0AuF46UDtIyCS2LAAAAAGXT8TsAAAAB%26reviewId%3DR2QC1GCJI44ZIY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCXzxTni%2B%2Fk%2Fd9o%2FGb%2FEuxTJAEKBl0AuF46UDtIyCS2LAAAAAGXT8TsAAAAB&reviewId=R2QC1GCJI44ZIY","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGL7VNW27FMGGOPUN5I6V5AHHUAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sundewey","https://www.amazon.com/gp/customer-reviews/R3A2GJL9EMXB54/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","Dogs love these","Reviewed in the United States on May 16, 2014","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My dogs love these.  It takes them a little while to chew them, longer than i'd expected, which was a nice surprise.  My most picky dog won't always go for these, but she will often go for them, which is better than I expected.  They seem to help with digestive issues.","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCZ63vdYjECaDoyBQjPMqwg1AzQlvEUUiu6srjUwRve4AAAAAGXT8TsAAAAB%26reviewId%3DR3A2GJL9EMXB54&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCZ63vdYjECaDoyBQjPMqwg1AzQlvEUUiu6srjUwRve4AAAAAGXT8TsAAAAB&reviewId=R3A2GJL9EMXB54","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGDEJQP2MW7IOATHWYDLFZ53LKAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ae8afda0-c789-4dca-bc0e-ea238b596a0f._CR0,0,484,484_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ae8afda0-c789-4dca-bc0e-ea238b596a0f._CR0,0,484,484_SX48_.jpg""/>","NYC Writer","https://www.amazon.com/gp/customer-reviews/R17XWKKOY7RTHV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","An absolute winner. My Maltese will dance the jig ...","Reviewed in the United States on January 20, 2015","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","An absolute winner. My Maltese will dance the jig for you if you step near the bag. Such a relief to be able to give him something healthy, and made in the USA! (for those who don't know, please read about the made-in-China jerky rawhide treats which are causing illnees and death)","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhITfLLYNyL4mjBHyu4tXMQvUEQZNeQww54%252Bfw%252ByxeKzMAAAAAGXT8TsAAAAB%26reviewId%3DR17XWKKOY7RTHV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hITfLLYNyL4mjBHyu4tXMQvUEQZNeQww54%2Bfw%2ByxeKzMAAAAAGXT8TsAAAAB&reviewId=R17XWKKOY7RTHV","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AF5FP5IQ4RVJCWC4V6ARW64AHEKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jessica E","https://www.amazon.com/gp/customer-reviews/R37RCODQ62RO9Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","5.0 out of 5 stars","My Go-To Treat!","Reviewed in the United States on August 10, 2015","Size: Large/6.6-Ounce, 6 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003BK0DX0/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My go-to dog treat! I found these perfect for my lab. Since she was a puppy, these have been her go-to treat and didn't upset her stomach! And she LOVES them! I get all the 'Get Naked' Chew Sticks! They are all amazing and my dogs seems to love them all!","One person found this helpful","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFx7Cg2o%252FeaIXAJBsMMWTHYsjfY%252B9oxDRwGEzhyzG3RUAAAAAGXT8TsAAAAB%26reviewId%3DR37RCODQ62RO9Q&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFx7Cg2o%2FeaIXAJBsMMWTHYsjfY%2B9oxDRwGEzhyzG3RUAAAAAGXT8TsAAAAB&reviewId=R37RCODQ62RO9Q","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFF2QBGQGJDZTZJZHTMSNQCNYL6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/89b6c30e-c70e-492d-86eb-4dfe2ca3a65b._CR0,0,500,500_SX48_.jpg""/>","callcohen","https://www.amazon.com/gp/customer-reviews/R2YGNUWQW5SJJ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B003AYCVVY","4.0 out of 5 stars","Four Stars","Reviewed in the United States on July 16, 2016","Size: Small/6.2-Ounce, 18 sticks/Pack","https://www.amazon.com/Digestive-Health-Dental-Sticks-6-2-Ounce/product-reviews/B003AYCVVY/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Good delivery times but bones are hard and not soft as from Pet Smart. Shipped from China","Report","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FDigestive-Health-Dental-Sticks-6-2-Ounce%2Fproduct-reviews%2FB003AYCVVY%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAwpAgKx8%252BjgoCIeVP6N23XzCzt%252BlhfYWbBbzZzO9LMSAAAAAGXT8TsAAAAB%26reviewId%3DR2YGNUWQW5SJJ0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAwpAgKx8%2BjgoCIeVP6N23XzCzt%2BlhfYWbBbzZzO9LMSAAAAAGXT8TsAAAAB&reviewId=R2YGNUWQW5SJJ0","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
