"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AH6VM2NBDNWCVPGIQ4WV5PAD523A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sandra","https://www.amazon.com/gp/customer-reviews/R3V6ZW00ZGJ12X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Good deal for the price, would purchase again.","Reviewed in the United States on November 3, 2019","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","These have been a great treat for my puppy to help ease the need to chew. It smells like cinnamon.It contains about 16 sticks and are 27 calories each. I only give these to him when he needs to be occupied and he really really enjoys them.I wouldn’t give these to larger puppies or to puppies who have a tendency to be a tough chewer, as it could pose as a choking hazard, but all chews should be supervised anyways.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBjqWPwnVXcoPPp3CtdsAvo62oog%252BR9xJ5HruXnTHREMAAAAAGXT4sIAAAAB%26reviewId%3DR3V6ZW00ZGJ12X&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBjqWPwnVXcoPPp3CtdsAvo62oog%2BR9xJ5HruXnTHREMAAAAAGXT4sIAAAAB&reviewId=R3V6ZW00ZGJ12X","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG6SPW5DLTCAWZ42NKAJIP7JTTLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Alexis C.","https://www.amazon.com/gp/customer-reviews/R1S4HJ5QVJ7EB8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Delicious, healthy treats! Good value!","Reviewed in the United States on June 16, 2021","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Been using these are treats for my Aussie (Australian Shepherd) since he was 2 months old. Treats are delicious and good for his teeth and brain development! Puppy LOVES them! It didn't help with puppy breath that much but his breath naturally got better as he got older. Treats smell good too.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGv5dcFgnlJR9p2rj1Y3ehJs3Prwtxw0wWwc8Pkrzov0AAAAAGXT4sIAAAAB%26reviewId%3DR1S4HJ5QVJ7EB8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGv5dcFgnlJR9p2rj1Y3ehJs3Prwtxw0wWwc8Pkrzov0AAAAAGXT4sIAAAAB&reviewId=R1S4HJ5QVJ7EB8","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AG62OCLAB35L6OBTKNVPAINJQSUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sandy","https://www.amazon.com/gp/customer-reviews/R3BSQH4UXS8T0N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","4.0 out of 5 stars","Highly recommend.","Reviewed in the United States on February 27, 2020","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I started using these for my puppy when he had gotten his adult teeth. He is a year old now and he still gets one every night at bedtime. He likes them so much that he can hardly wait to get in his pen for bedtime. He's got very white teeth also. I would highly recommend.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDiuPlVvEvNTgz%252F%252BtiS7NOAE8%252FHh3IQXu8s3b7yNL6aeAAAAAGXT4sIAAAAB%26reviewId%3DR3BSQH4UXS8T0N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDiuPlVvEvNTgz%2F%2BtiS7NOAE8%2FHh3IQXu8s3b7yNL6aeAAAAAGXT4sIAAAAB&reviewId=R3BSQH4UXS8T0N","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AF6ULCUJYXCATBMWLY3HNJNLMU2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/92ef4b0f-1536-42d3-8b31-b610ab9635e6._CR0,0.0,332,332_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/92ef4b0f-1536-42d3-8b31-b610ab9635e6._CR0,0.0,332,332_SX48_.jpg""/>","Sarah S.","https://www.amazon.com/gp/customer-reviews/RKSFCSFR86LOA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Puppy LOVES these!","Reviewed in the United States on October 6, 2019","Size: Small/12.4 oz","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B06XFMQZL4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Our 3 month old miniature schnauzer absolutely loves these. She's still being introduced to so many things, and we're learning her preferences, but these quickly became the favorite and you can tell in every way. We started giving them to her when she was about 8 weeks old, and they would last for hours, even days. Now, she can devour one in 30 minutes.  For something that lasts longer, try the puppy rings. But these are a hit for sure!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLnlZC%252Beh2BCqo8Pwvs%252BlHgqcGFcQk6Sb1a5kBADrBW%252BAAAAAGXT4sIAAAAB%26reviewId%3DRKSFCSFR86LOA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLnlZC%2Beh2BCqo8Pwvs%2BlHgqcGFcQk6Sb1a5kBADrBW%2BAAAAAGXT4sIAAAAB&reviewId=RKSFCSFR86LOA","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGOZH7AM5JXPZA725VEW7M4XK7UA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Samantha","https://www.amazon.com/gp/customer-reviews/R2RMK78F9HUWUK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","My puppy loves these","Reviewed in the United States on May 23, 2019","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I have an 8-week old yellow lab. She LOVES these. She’s definitely teething and she will knaw into these things when she’s having a teething fit. She carried it around in her tiny mouth and brings it various places to continue chewing it throughout the day. One stick lasts her all day. I also love the scent of this! I thoroughly enjoy that it doesn’t smell like traditional treats and actually smells really good. I will definitely be buying more of these.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAyQ96pnEJIymhAqI%252FG95KY%252BsrX6UBF9kLbOEQDZrT8iAAAAAGXT4sIAAAAB%26reviewId%3DR2RMK78F9HUWUK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAyQ96pnEJIymhAqI%2FG95KY%2BsrX6UBF9kLbOEQDZrT8iAAAAAGXT4sIAAAAB&reviewId=R2RMK78F9HUWUK","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHZGBWKGMID67VY2F6J3C57S733A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/03399691-b6c5-41ea-a912-9768f523d75d._CR0,0,397,397_SX48_.jpg""/>","mlauth","https://www.amazon.com/gp/customer-reviews/R1K8E68OHG0OBZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","The Best Bedtime Snack","Reviewed in the United States on May 1, 2020","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","I highly recommend this product! My dog loves them! I started giving them to her when she was only 10 weeks old and now she is 11 months old and she still looks forward to these. To be honest, it is a high light of her day when i pull them out! My dog is also a very picky eater but I have never had any issues with this treat! Highly recommend!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFTtV0XU9jZ9%252Fe7KdfUFE%252FAWhqIcJjDBmz8Fb7WrWnLwAAAAAGXT4sIAAAAB%26reviewId%3DR1K8E68OHG0OBZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFTtV0XU9jZ9%2Fe7KdfUFE%2FAWhqIcJjDBmz8Fb7WrWnLwAAAAAGXT4sIAAAAB&reviewId=R1K8E68OHG0OBZ","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGRJLG7FEQBEGBDPEIFLPBNH7BFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Talkintruth","https://www.amazon.com/gp/customer-reviews/RXYQ8SAOL8LEY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Puppy loves","Reviewed in the United States on July 8, 2020","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy loves these. He’s 5mo Pekingese, so I break them into two (although he might be fine with a whole one at once, he seems to enjoy it in two smaller servings more). I honestly never pay attention to his breath, because I don’t notice it, but after having an elder rescue with terrible teeth issues before this pup, I want to do all I can to promote dental health","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIUQL2QOxhji%252BKQ3xy6MqE1C77Q4xmbWTItoPGZDKsEFAAAAAGXT4sIAAAAB%26reviewId%3DRXYQ8SAOL8LEY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIUQL2QOxhji%2BKQ3xy6MqE1C77Q4xmbWTItoPGZDKsEFAAAAAGXT4sIAAAAB&reviewId=RXYQ8SAOL8LEY","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFKVIYO4FG6QUHUOOGS6SJLNEOCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","kindlecaretoday","https://www.amazon.com/gp/customer-reviews/R3JQDU7G6RVKDW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","4.0 out of 5 stars","Puppy chews","Reviewed in the United States on September 4, 2021","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Very strong smelling. They don't last long","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhORTa5yP7ynlXUSuAONjIOWy0Nn3k0Z4V5oq0DWNBGnHAAAAAGXT4sIAAAAB%26reviewId%3DR3JQDU7G6RVKDW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hORTa5yP7ynlXUSuAONjIOWy0Nn3k0Z4V5oq0DWNBGnHAAAAAGXT4sIAAAAB&reviewId=R3JQDU7G6RVKDW","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGGYQVDBN6I6C6L6HXW22J5AFTJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Reagan Huber","https://www.amazon.com/gp/customer-reviews/R3G7HZ9IRMP4VU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","Puppy Loves Them","Reviewed in the United States on October 29, 2020","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","My puppy goes CRAZY for these!!! He has a few different treats some high value some for training but these get him so worked up as soon as he smells it. They don’t last super long but will take a few minutes to chomp down which is nice. They smell pretty good and have a nice texture for puppies. Definitely try these out.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBqkJs9BgRbszrHYTJvSsVF343WcbHapXSZPSGL%252BIFVBAAAAAGXT4sIAAAAB%26reviewId%3DR3G7HZ9IRMP4VU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBqkJs9BgRbszrHYTJvSsVF343WcbHapXSZPSGL%2BIFVBAAAAAGXT4sIAAAAB&reviewId=R3G7HZ9IRMP4VU","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFIFCHVZRTQHHIWF4MISP6XVKYXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Pierina","https://www.amazon.com/gp/customer-reviews/R2492F422VQTEE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","5.0 out of 5 stars","A mi pug  le encanto esta es mi segunda compra sin duda alguna seguiré comprándolo","Reviewed in the United States on December 10, 2022","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Excelente","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIk8t%252F%252Bed23y5IjyT3vinmgoXB0Obtx%252BUoHlgNNJ1LARAAAAAGXT4sIAAAAB%26reviewId%3DR2492F422VQTEE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIk8t%2F%2Bed23y5IjyT3vinmgoXB0Obtx%2BUoHlgNNJ1LARAAAAAGXT4sIAAAAB&reviewId=R2492F422VQTEE","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEG5IGUC7RMORVDBLWUR6SQRYM5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/85f8fbb6-1e04-4e07-85fd-e028ec617ca2._CR224,0,576,576_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/85f8fbb6-1e04-4e07-85fd-e028ec617ca2._CR224,0,576,576_SX48_.jpg""/>","Caticorn McGrover","https://www.amazon.com/gp/customer-reviews/R2T5JFREQATR0F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","1.0 out of 5 stars","Contains Peppermint Oil! ☠️","Reviewed in the United States on October 12, 2023","Size: 6.2 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B01JONK8Q4/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","Contains peppermint oil which is TOXIC to dogs!! DO NOT FEED THIS TO YOUR DOG! My dog only ate 1/2 of one stick before I realized there was peppermint oil in these. He had gastrointesinal issues for hours. The rest of the package went straight into the trash! These should not even be available for sale! If I could give zero stars, I would.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIGwW4oECzDdfTrLey1zVm7HRrkrJnXWgzTnBVuhbkJ2AAAAAGXT4sQAAAAB%26reviewId%3DR2T5JFREQATR0F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIGwW4oECzDdfTrLey1zVm7HRrkrJnXWgzTnBVuhbkJ2AAAAAGXT4sQAAAAB&reviewId=R2T5JFREQATR0F","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AE6OCXQYTUCGWYP2SUAI73DMYZXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Beth in Olympia, WA","https://www.amazon.com/gp/customer-reviews/RQMM33F4BJPU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01JONK8Q4","1.0 out of 5 stars","Too hard!","Reviewed in the United States on June 21, 2022","Size: 3 pack","https://www.amazon.com/Get-Naked-Health-Dental-Sticks/product-reviews/B07513585W/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","These treats are so hard my dog did not like them.  I buy dog treats and then usually cut them into smaller pieces to use in training.  These treats are sticks that are about 5 inches long and 1/4 inch in star shaped diameter.  I tried cutting them in smaller pieces but it was not easy!!  I used my sharpest knife but when I gave several to my dog, he tried to chew them but wasn't able to. He tried for several minutes but then just spit it out and walked away from it.  I have a miniature schnauzer.  I guess they might be OK for a larger dog.Sorry ""get naked"", but these are much too hard for my pup to chew.  I ordered a set of 3 bags and will be donating these to the local animal shelter and hoping I can find a softer treat to use in future training. Beth in Olympia","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Health-Dental-Sticks%2Fproduct-reviews%2FB01JONK8Q4%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCg2mGRzsL1%252BIU36NX5l9QQxxU9lI2xajZYPqAr%252FtxjhAAAAAGXT4sQAAAAB%26reviewId%3DRQMM33F4BJPU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCg2mGRzsL1%2BIU36NX5l9QQxxU9lI2xajZYPqAr%2FtxjhAAAAAGXT4sQAAAAB&reviewId=RQMM33F4BJPU","Showing  comments","",""
