id,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label_issue
665,B01HUX3N8K,Sharon Podo,2,Kitten treats,10/11/23,Gave my cat diarrhea.,Negative,Health Issues
667,B01HUX3N8K,TriciaB,3,Kitten likes but too big for kitten mouth,11/1/21,"My 3 month old kitten likes these treats but they are way to big to be bite size for a kitten’s small mouth. They do not break neatly into pieces due to soft crumbly texture so she has to lick crumbles from my hand or feeding dish.I also have a full grown 8 pound adult cat and they’re even too big to be easy bite-size for her too.Good price, and good ingredients but unfortunately will not be buying them again.",Negative,Product Quality Issue
668,B01HUX3N8K,Cat J.,2,I tried,8/11/23,"I wanted to try this for my senior kitty to help him put on some weight, but it was a nice go. He wanted nothing to do with it. He sniffed them and walked away",Negative,Palatability
669,B01HUX3N8K,Ali,3,Large for kittens,10/7/22,These treats were larger than other kitten treats I have purchased for my little one. They also are not very soft at all. Several times when I have given these treats he hasn't eaten them.,Negative,Palatability
674,B01HUX3N8K,Stephany Castellanos,2,My cat and kitten didn’t want to be near these:,4/26/23,"Honestly my rating is a 2 because my cats eat everything but didn’t want to even smell these. They were soft, smelled  good,  and they were fresh. But again I’ll rate them a 2 because of my cats reaction to them.",Negative,Palatability
675,B01HUX3N8K,Sami G,2,Kittens didn't like it,8/12/23,My kittens would not eat this.,Negative,Palatability
677,B01HUX3N8K,bea,2,2 kittens would not eat,6/14/23,2 kittens would not eat and we tried a few times/days.  looks like nice product,Negative,Palatability
678,B01HUX3N8K,Jas,3,Kitten LOVES them,7/12/22,"My kitten can't get enough of these! They are usually pretty great but the last time I ordered, they came stale and hard :'(",Negative,Product Quality Issue
679,B01HUX3N8K,JB,3,Too big for kittens!,10/28/21,"Dissapointed ... upon seeing size, I knew too big. The kitten or my 'piggy' 4yr old cat wouldn't touch.This is a revision... I was able to break into 4 small pieces and now kitten will eat. Size needs help, BIG treats!",Negative,Palatability
680,B01HUX3N8K,Candace Gamlen,3,My cats do not like them,5/9/21,I cannot give more than 3 stars for these treats no matter what I think of them because my cats absolutely will not eat them.  They just sniff and walk away.  One did bite it but then spit it out and left.  They are not picky so I am not sure what it is they don’t like.,Negative,Palatability
681,B01HUX3N8K,Sharon Young,3,Not Popular with Our Kittens,6/30/22,"The product seems soft enough, but makes a crumbled mess. Kittens play with the treats but don't seem to be interested in eating them.",Negative,Product Quality Issue
684,B01HUX3N8K,Heather,4,"Seems good enough, my cat doesn’t care for them",9/16/21,"Seem like good treats, my cat doesn’t dig them tho",Negative,Palatability
686,B01HUX3N8K,New kitty owner,3,Contains taurine used for energy drinks,6/25/20,"My kitty went crazy after eating one, kept catapulting from floor to the back of couch, and bouncing off the walls running into it repeatedly. His pupils got large and he behaved strange. I looked into the ingredients and it contains taurine, which I believe is used in a lot of energy drinks. The seller should advertise the product as such. I didn’t want a cat nip, just kitty treats.",Negative,Health Issues
689,B01HUX3N8K,BrendaEichelberg,3,My kittens hate them,3/11/22,I thought they would love treats but apparently not. I don't know if it is just them or the product. Probably just them....,Negative,Palatability
692,B01HUX3N8K,Dasha,1,Not for sensitive cats,12/22/23,My kitten just had 3 pieces as instructed and threw up. Def not for sensitive kittens,Negative,Health Issues
694,B01HUX3N8K,Amber Woody,2,Looks like it was smashed,2/28/23,The product itself is a great product. The cats love them. However I'm not sure if the package was damaged during shipping or came that way from the shipper. They look expired and are all in crumbled little pieces. Not satisfied with that part.,Negative,Product Quality Issue
696,B01HUX3N8K,Viki K,1,NONE of our cats will eat these,8/10/23,I bought these after reading the great reviews.  Maybe the recipe has changed or something but not one of our 4 cats - including two kittens -  will eat them.  These same cats adore Temptations treats - shake the box and they come running.  I'll have to give the treats to our old Lab who will eat anything.,Negative,Palatability
699,B01HUX3N8K,amrtine,3,Hard to chew. Cats didn't like...,4/19/22,Treats are hard to the touch. My cats didn't like them.,Negative,Product Quality Issue
703,B01HUX3N8K,Beth,3,Seems like a good treat but my cat didnt like it,7/29/21,My cat has only ate about 2-3 treats. Even if I mix it into her food she will eat around it. I don't think she liked the treats very much.,Negative,Palatability
710,B01HUX3N8K,Celeste Devoll,2,My animal did not like them,6/26/21,"Since I didn't taste this,  I can not speak about the flavor...I tried to give them to my 8-10 week old kittens and one of them sniffed it and proceed to dig and try to bury it.. I don't want to waste them so I tried to give them to our 6yr.old cat who loves ""almost"" any treats would not eat it either.. my dog who eats anything will pick it up chew it and spit it out ...",Negative,Palatability
711,B01HUX3N8K,Sarina Mokesha,1,Kittens and older Cat spit it out,7/31/23,"It is rare to find a cat treat that they right out reject, but they all hate the taste of these. I foster kittens and have older cats - this is not a treat in their minds lol",Negative,Palatability
714,B01HUX3N8K,Cynthia Snelling,2,"Good value, but very dry for kittens",8/17/22,"Great deal for the price, however they are very dry (fall apart-messy), can only give 2-3 a day, my kitten eats them but leaves crumbs behind (ant’s issue), would be good if not so dry!",Negative,Product Quality Issue
716,B01HUX3N8K,N. D.,3,Cats refused to eat it,7/17/20,"Right size, soft enough. But two of my kittens and my cat refused to eat these. Waste of money for me, and I’ll end up feeding these to my dog.",Negative,Palatability
718,B01HUX3N8K,Kimberly A Grandprey,2,Seemed like a good choice,2/26/21,"Reading up on the content of the treats, and that it was a soft treat, believed it would be a good choice for the new kittens.  However, upon giving them to the kittens, they were found to be good only as a toy.  The kittens were not attracted to the to eat at all.  Our visiting older cats were also not interested in them.Given the choice of these and the little crunchy treats, they preferred the crunchy.",Negative,Palatability
720,B01HUX3N8K,Sya,5,Kitties love these!,11/12/20,My kitten loves these but they are a bit big for him so I always have to break them in two. They also came squished the 2nd time I ordered them.,Negative,Product Quality Issue
721,B01HUX3N8K,elzdavis,2,Hard and kind of big for kittens,2/1/22,"I can't speak to the taste (!) but my kittens certainly had trouble eating them, partly because they on the bigger side, but mostly because they're so tough. Tried to break them up a little, and while it didn't take heroic strength, I wouldn't say these were tender, either. Putting in the compost.",Negative,Product Quality Issue
727,B01HUX3N8K,JD,1,Kitties don’t like it,7/23/23,My two cats would not touch these. One is a picky eater but the other will eat just about anything. I’ve seen her eat paper but she’s refused to have anything to do with these.,Negative,Palatability
728,B01HUX3N8K,Andrea,2,Kitten wouldn’t go near it.,11/24/20,"Well, it’s been a few days since I bought this and my 6 month old kitten (who has been known to bit into drywall) refuses to even touch it.I don’t know why but she will not even attempt to lick it. I’ve tried breaking it into smaller pieces, mixing it into her food and she literally prefers to not eat rather than possibly pick up whatever is making that new smell.I’m very disappointed.",Negative,Palatability
735,B0175BN418,Jeannie,3,"Loved it, but only lasted 5 min.",10/21/21,"Pup absolutely loved this bone! I bought it thinking it would keep him busy for a couple days. But soft, was gone in 5 min.",Negative,Palatability
736,B0175BN418,Angel Holmes,1,It was broken when it was received it. And it can’t be returned,6/28/22,It was broken in 3 spots. And a no return policy.,Negative,Purchase and Return Policy
737,B0175BN418,SG,3,Broke quickly,9/12/20,"My dog really liked the shape of this to hold part and chew the rest. But after only a couple days one of the legs broke off, which left it not any better than a regular bone. Dog is 8 pound puppy, not a giant strong dog or anything!",Negative,Product Quality Issue
747,B00X6THK2S,Love2read,3,Too big,1/19/24,Way too big for my puppy. Should only be bought for large breed puppies.,Negative,Product Quality Issue
753,B00X6THK2S,rj,4,Dog ring chews,1/7/24,"Was hoping that the pumpkin wasn’t going to cause stomach issues with my puppy as the chicken flavor rings did, but they did. Puppy loves these chews, but will wait til she’s older to give again. Hopefully her tummy will be able to handle them when she’s much older.",Negative,Health Issues
767,B00X6THK2S,CT,4,Puppy prefers the chicken version,9/14/23,Loves the chicken—leaves the peanut butter half eaten. Too bad because the peanut’s cheaper…,Negative,Palatability
770,B00X6THK2S,Marcelina,3,Not recommended for small breeds,12/4/23,"This product is not recommended for small breeds . It got stuck on my puppies neck ! And it was very difficult to get off , almost had to make a vet trip",Negative,Safety Concerns
781,B00X6THK2S,Heather Davis,3,Chocking Hazard,10/18/23,"My 12 week old poodle puppy loves these. However, my puppy almost chocked on the ring once the size went down. Looking into the shape and texture would be very helpful.",Negative,Safety Concerns
787,B00X6THK2S,Chelsey,3,Chocking hazard maybe?,6/8/23,"My 11 week old puppy loves the rings and when they’re new/a complete circle I have no concerns with them. However, as she chews, the circle gets smaller until it’s a little nub and I’m worried it will become a chocking hazard for her. So we’ve been loving them until they get to a certain point, and then I feel like I’m wasting money by throwing the rest away. Maybe a different shape would be better?",Negative,Safety Concerns
797,B00X6THK2S,DeannaC,3,Almost had HEAR Failure,4/22/22,"My puppy loves these this is my 3rd back  and I got the 6 count.  IT'S really important to be with your pup do NOT put these in a crate or give to them and leave. These do not last very long.  10-15 min at most.I gave him a treat and about 10 minutes in he started acting weird.... pawing at his face, doing weir stuff with his mouth.  I could tell something was wrong and I thought he was choking. Stuck my finger down his throat- didn't feel anything, felt his throat nothing was protruding.  He was distressed.  Was putting on my shoes and grabbing my purse to run to the vet when I grabbed a flashlight- turned him over pried his mouth open and the darn piece was stuck to the roof of his mouth.  (he loves these but, now I'm worried that they could do other damage if he swallows that big of a chunk)",Negative,Safety Concerns
806,B00X6THK2S,Amy,3,Very messy,4/14/23,"My puppy was so sticky after eating this, I had to give her a bath. Both of her front paws and entire face were a sticky mess. Won't be buying this flavor again.",Negative,Health Issues
808,B00X6THK2S,Melissa,2,Made my Goldendoodle sick,9/21/23,Just a heads up for those who may have sensitive stomachs. I bought these for my 4.5 month old pitbull puppy to help with teething. She does not like them and refuses to chew them. I am surprised after reading all the good reviews. My older doodle ended up with one and vomited after consuming it. She does have a sensitive digestive system.,Negative,Health Issues
822,B00X6THK2S,Julia Jones,1,Dangerous! Breaks into sharp pointed shards,2/2/24,These break into sharp pointed shards after puppy chews on it for a bit.  If a puppy swallows one of the pointed chunks its a guaranteed trip to the EVet for surgery.  They would not allow me to return them. I threw the whole package away.,Negative,Health Issues
836,B00X6THK2S,BlueSkies,1,Not Really Suited for Large Breed Puppies,1/23/24,"My 4-month old Golden Retriever puppy devoired his first ring quickly because the rings are quite thin and thus break apart. After seeing how quickly the first ring fell apart, I threw away the rest of the rings. Perhaps the teething rings are better suited for smaller breeds.",Negative,Product Quality Issue
839,B00X6THK2S,J.A.M,5,Ideal for medium sized dogs/pups,8/16/22,While we fostered puppies that would grow to be large breed but were small/medium these were great! As soon as said pups grew even above 6 months it was too easy for them to chew this in seconds!,Negative,Product Quality Issue
843,B087BHJ9D9,Sage Wolfsong,3,Disappointed,12/16/22,"Haven't given the dog his treat yet, and we were looking forward to having something that would challenge his brain.Instead, I got a chew that was broken, and equates to an overpriced bone...",Negative,Value for Money
844,B087BHJ9D9,Dog finished in one day. I thought it was more like a Nyla bone where it would last longer. Not worth $16 that I paid.,1,Not worth the money,6/16/23,"My dog chewed up this ""bone"" in 2 hours. I thought it was more like a Nyla bone where it would last longer. Not worth the $16 that I paid for it.",Negative,Value for Money
845,B087BHJ9D9,Shelly Ponder,3,Good for a treat but not a long lasting chew,6/21/22,"Max, an 80 Ib Dalmatian/Great Pyrenees mix, enjoyed it but it didnt last longer than maybe 20 mins. He ate it like a treat rather than chewed it like a bone. Hoped this would work but nope, still on the hunt for a long lasting, non-nylon, non-rawhide, non-hard-as-a-rock chew bone!",Negative,Product Quality Issue
846,B087BHJ9D9,Gisell375,2,Most expensive 15 minutes of dog fun EVER,6/18/22,"This quado was obviously very appealing to my dogs - I'd assumed they could gnaw on them for a half hour and then I'd put the rest away for another day.  How naive of me!  My older dog completely consumed this in the first 15 minutes, and the other had already consumed half of it.I was expecting a good after-dinner chew device and instead just got a bunch of very, very expensive extra calories.  Lesson learned - sorry, guys, I won't make the same mistake twice.  Do NOT recommend unless your dogs are very weak chewers.",Negative,Value for Money
847,B087BHJ9D9,Heidi,1,"A 10 minute treat never had a chance to be ""interactive""",12/28/22,"I ordered the large for my 45 lb 6 year old mixed breed. Gave it to her while we opened our Christmas stockings. 10 minutes later, nothing was left except a stain on my rug. What part was interactive? Or worth the $10 ""deal"" I got on this?",Negative,Health Issues
848,B087BHJ9D9,Kimberley Wheeler,1,Smells horrible,9/7/22,Not only did this not last but it smells awful and makes a huge mess,Negative,Product Quality Issue
849,B087BHJ9D9,Amazon Customer,2,Golden doodle finished it in 10 minutes,9/3/23,"My golden doodle (1year old) liked this chew, so much so that it was gone in 10 minutes. The chew is not challenging or long lasting for a big dog despite its advertising. So, it’s not at all worth the money. I was seriously shocked by how quickly it went. Won’t purchase again.",Negative,Value for Money
855,B087BHJ9D9,Samantha,4,Became a tripod in 5 minutes,4/1/22,"I will start by saying that my dog LOVES this. However, I specifically bought this because the original N-bones last him a long time, and this disappointed in me that regard. I literally gave this to my 4-month-old 40-lb boxer/hound puppy while I was in a meeting, thinking it would keep him busy but 5 minutes in he had already eaten one of the four sticks.So points for flavor and SoMe durability but I won’t be able to consider it a keep-him-busy chew; more like a slightly drawn out snack.",Negative,Product Quality Issue
856,B087BHJ9D9,Sage Wolfsong,3,Disappointed,12/16/22,"Haven't given the dog his treat yet, and we were looking forward to having something that would challenge his brain.Instead, I got a chew that was broken, and equates to an overpriced bone...",Negative,Value for Money
857,B087BHJ9D9,Dog finished in one day. I thought it was more like a Nyla bone where it would last longer. Not worth $16 that I paid.,1,Not worth the money,6/16/23,"My dog chewed up this ""bone"" in 2 hours. I thought it was more like a Nyla bone where it would last longer. Not worth the $16 that I paid for it.",Negative,Value for Money
859,B087BHJ9D9,Gisell375,2,Most expensive 15 minutes of dog fun EVER,6/18/22,"This quado was obviously very appealing to my dogs - I'd assumed they could gnaw on them for a half hour and then I'd put the rest away for another day.  How naive of me!  My older dog completely consumed this in the first 15 minutes, and the other had already consumed half of it.I was expecting a good after-dinner chew device and instead just got a bunch of very, very expensive extra calories.  Lesson learned - sorry, guys, I won't make the same mistake twice.  Do NOT recommend unless your dogs are very weak chewers.",Negative,Health Issues
860,B087BHJ9D9,Heidi,1,"A 10 minute treat never had a chance to be ""interactive""",12/28/22,"I ordered the large for my 45 lb 6 year old mixed breed. Gave it to her while we opened our Christmas stockings. 10 minutes later, nothing was left except a stain on my rug. What part was interactive? Or worth the $10 ""deal"" I got on this?",Negative,Product Quality Issue
861,B087BHJ9D9,Kimberley Wheeler,1,Smells horrible,9/7/22,Not only did this not last but it smells awful and makes a huge mess,Negative,Product Quality Issue
862,B087BHJ9D9,Amazon Customer,2,Golden doodle finished it in 10 minutes,9/3/23,"My golden doodle (1year old) liked this chew, so much so that it was gone in 10 minutes. The chew is not challenging or long lasting for a big dog despite its advertising. So, it’s not at all worth the money. I was seriously shocked by how quickly it went. Won’t purchase again.",Negative,Value for Money
867,B017YAHTJ8,Sal,3,Not the best ingredients. Avoid and use safer alternatives,8/24/23,"The product has additives and meat is not the main ingredient. My puppy was also not very interested. It liked Blue Buffalo product better, it smelled better as my puppy said it tasted better too. I have educated myself and moved to Orijen brand. I am very happy with it, you pay more but it worth the money and your puppy will thank you.Cons:1. crumbly and poop consistency2. Get messy overhand/ fingers3. Not the ideal ingredients.My advice, move to better brands that offer freeze-dried single ingredients. I am also trying Amazon brand WAG and excited to try the beef liver product.  I tossed it away after use it briefly, as it is best for my dog.",Negative,Value for Money
870,B017YAHTJ8,MiChi,3,Three Stars,5/3/17,Not like the stick treats from Get Naked. Dog doesn't like them too much.,Negative,Palatability
882,B017YAHTJ8,Amazon Customer,1,These treats gave both my boys a really bad case of the runs.,3/11/22,Fowl projectile mess from the tail cannon.  They ate them ok but something is definitely off.  Both my boys got very sick with the runs from these.,Negative,Health Issues
885,B017YAHTJ8,melissa,1,This product smells very bad,8/6/21,This product smells very bad . I'm not even sure it's good/safe  for any dog to eat.  It also makes me very nauseous when I smell them,Negative,Health Issues
898,B09QP9DXJS,Chocolate King Pin,5,He enjoys these. 👍🏽🐶👍🏽,10/6/22,"I think the smell could be different. Different flavors. He enjoys these, but sometimes, covers them with his blanket.As far as Chew Time, it depends on the size of your Senior Dog and it's Teeth.His is finished within 10 minutes.",Negative,Palatability
901,B09QP9DXJS,Avnrie,3,Doogie liked them,5/25/22,"Doogie liked them,  but personally I found them pretty expensive. They really didn’t last all that long, and he is not a huge dog so I really expected  these chews to last a little bit longer than they actually did. I will not be in a hurry to order them again, but I may order them again at some point. I just feel that economically I can do better.",Negative,Value for Money
915,B09QP9DXJS,RPG,1,Hard rawhide,7/22/23,I thought I was ordering a softer chew. This wasn’t properly advertised & it’s too hard a rawhide for my pup’s teeth.,Negative,Product Quality Issue
916,B09QP9DXJS,M. Nanette Barrett,1,Too Hard,1/2/23,"For an old dog, these treats were too hard to chew. They hurt his teeth.",Negative,Health Issues
917,B09QP9DXJS,Matthew,3,Pricey,4/5/23,For only seven rings included the price is very high. I don’t think my dog enjoys it as much. The ingredient quality isn’t good,Negative,Value for Money
921,B09QP9DXJS,CJ,3,She loves it!,5/15/22,My dog loves them but they are a little pricey for me. She can eat one in about 3 minutes standing up. Usually she will lay down if it's going to take awhile. My Pit is 14 so you know she doesn't have a full set but you wouldn't know it by the way she can demolish anything you give her. Her teeth have been rundown by years of chewing on dog treats but guess what no cavities! Honestly I don't think I will be buying these again! Too pricey for the amount they give you!,Negative,Value for Money
970,B01JONK96I,LuvMyWestie,4,My dog simply loves these. I know the ingredients ...,10/27/17,My dog simply loves these. I know the ingredients were changed recently. I do wish they would go back to brown rice instead of potatos.,Negative,Other
1003,B01JONK96I,Kimmers88,3,different than usual,6/26/18,These seem bigger than the last ones I bought and my dog doesn't care for them. They smell different than they usually do. I wish she would eat them,Negative,Palatability
1008,B01JONK96I,Daniel  Peninger,1,Made my pup too sick 🤒,8/8/20,"Made my dog very sick for two days and dehydrated! Trying to get something beneficial and somewhat healthy and in return she gets sick. It was for her birthday. She is a working service and doesn’t get much treats like that, so a special gift that almost killed her if we were not serving her her this time! Wish I could get a return! Yes we tried more that once!",Negative,Health Issues
1031,B0B8L31J68,Stacey,1,Did not go well,12/7/23,The things that happened to my poor dog after she ate this are unfortunately forever engrained in my memory. It was awful. It was green. It was foaming and shot out of her like a super soaker pumped to the fullest level. I will never get these for her again and the remaining have been thrown away.,Negative,Health Issues
1033,B0B8L31J68,J,1,Terrible! Hard as a rock!,2/8/23,"My pup loves these rings, which we normally order from Chewy. But we'd run out, and I needed fast delivery, so I ordered two bags from Amazon. Huge mistake!I don't know what was done to these, if they were stored in extreme temps or what. But instead of being very firm but chewy, both bags were filled with rings that were completely rigid and hard. My pup couldn't even chew them. What an awful waste of money for a usually great product.",Negative,Product Quality Issue
1034,B0B8L31J68,Sheryl Corey Moore,1,Count is wrong on ad,10/2/23,Ad say seven count only received one please contact me,Negative,Purchase and Return Policy
1062,B0B8L31J68,C. B. Wells,3,gone in a flash,11/27/22,"The ring material feels most like a coated rawhide.  Though I was turned off by the texture, the dog loved it.  She was quick to eat the whole thing- so quick that I doubt there is any dental benefits.  These are sold as a one-size-fits all, but medium and small dogs are directed to eat less than a ring a day.  This means you would need to part out the circle, which then gives them an end to easily chew on and it's gone in no time.  They did fine with the pups digestion, but was not long lasting or easy to feed if you have a small/med dog.",Negative,Health Issues
1087,B01HGMDO2U,Farook Koehler,2,Treats That Aren't,11/2/23,"We have a couple older kitties, and we've transitioned them to ""urinary health"" diets. This means out with the old treats (which were likely okay), and in with treats for cats with FLUTD.Our cats totally ignored these treats. Even when hungry, they hardly even sniff them, and have not eaten a single treat. So, one can infer that at least some cats don't like these alleged ""treats"". From that, one can safely conclude that for those cat owners, this is $6 wasted.Yes, cats can be persnickety, and maybe change their minds about things. Our cats are somewhere in the middle of that continuum, but when it's dinner time, and the treats aren't even sniffed at, I think that's a good sign that the treats ... aren't ""treats"".I should also mention that we've tried many different brands of treats down through the years, and none have been so roundly rejected as these. So, you can take your chances buying these. They are roughly double the price of typical treats.",Negative,Palatability
1088,B01HGMDO2U,Cynister,3,unfortunately my cats did not like,11/15/23,my cats who are not usually very picky wouldnt eat them. I mixed them with food and other treats - they picked the other away and left these.,Negative,Palatability
1096,B01HGMDO2U,C. Tsiokos,2,Iffy for urinary tract and product integrity,3/12/23,"I tried these treats in hope of replacing Hill's Prescription Diet Metabolic Adult Cat Treats, which can be very difficult to find. My cat's on a strict urinary tract health diet and I supplement his regular food with treats throughout the day.He didn't go for these at first, which was an early bad sign as he usually gobbles up treats. Ingredients say these have chicken as the primary ingredient, which he loves. So it's curious why he wouldn't take to them. After a couple more tries, he started eating them, but didn’t seem too enthusiastic.Another issue: I ordered 3 bags to take advantage of a 3-for-the-price-of-2 checkout coupon. I got 3 bags, but only 2 contained the full 2.5 ounces of treats. The 3rd bag is about a third full, despite being in the same packaging as the other two. It clearly doesn't contain the listed 2.5 ounces. It's not that big a deal, considering I paid for 2 and got a little more than 2 bags' worth, but still, it makes me question if the company's not playing fast and loose in other ways.And, as others have noted, despite the Amazon listing, there's nothing on the product's packaging that specifically says these treats are good for a urinary tract health diet. Are they really? Can you believe the ingredient listing at all?Considering these issues together, it makes me question if I can trust the company and their product claims. It all seems shady. Therefore I don't think I'll ever order these again for my cat.",Negative,Purchase and Return Policy
1101,B01HGMDO2U,Susan Torres,2,For cat,2/2/24,She liked them at first but after about a week didn’t want them any more; so not successful for siding in urine issues,Negative,Health Issues
1103,B01HGMDO2U,Robin Menendez,3,Couldn't get either of my cats to eat,7/9/23,"My cat has urinary issues, and I was desperately looking for products to help. This one indicated it could and we would not have to go through what we have been doing forcing the medicine down our cat's throat. It was a waste of money.",Negative,Health Issues
1109,B01HGMDO2U,Crystal Brennan,3,My picky cat,7/18/23,My picky boy didn’t care for the cranberry taste. So it defeated the purpose of getting them again. He just spits them out.,Negative,Palatability
1111,B01HGMDO2U,judy a.,2,My Cats will not Eat these,10/31/23,"I have 4 cats, they all love treats.  One of my cats has (F.I.C.)Feline Idiopathic Cystitis, her issue is well controlled through special foods, both hard and soft.  We thought we would add an additional layer of protection with this product.  None of our cats will eat these treats",Negative,Health Issues
1115,B01HGMDO2U,drm012,3,Eh,10/14/20,"I have a cat with FLUTD and have to keep him on special food to prevent crystals forming in his bladder. He's been to the emergency vet more times than I can count due to this issue. This cat is a carb addict and refuses wet food, so I have to settle with a kibble designed for urinary tract health. Recently, I decided to get him on a VERY high, very expensive quality dry kibble. After several weeks on the new food and after multiple tests with a pH strip, I started noticing the pH of his urine became very basic instead of acidic, which is where it needs to be. I decided I'd try these to see if it helped so I could keep him on the new food because I adore the ingredients. I fed him the serving size every day for a week, continued testing his urine and didn't notice a difference in the pH. I think all these did was just make him a little fatter. Great. So I had to switch him back to Iams, which works WONDERS! Just don't care for some of the ingredients.Giving 3 stars for the taste, because he goes crazy when I open the bag.",Negative,Health Issues
1116,B01HGMDO2U,Jeromy Stone,2,Meh,11/30/23,"I like the ingredients, but neither my kitten nor my 3.5 year olde kitty would eat them. They wouldn't even touch them. I like this brand, these just weren't it.",Negative,Palatability
1126,B01HGMDO2U,Jen,4,Cats would touch,1/19/23,My cats refused to eat them.,Negative,Palatability
1131,B01HGMDO2U,Amazon Customer,3,"5 Out of % Cats Said, NO",12/16/22,I have 5 household cats. 2 of them can get crystal blockage quickly if not on special SO food. I offered these treats to them and every one of them sniffed it and looked disappointed at me. They rather have Temptations. So I gave it 3 stars. I'm not returning but will keep trying to introduce the treats to see if they will eat it later.,Negative,Palatability
1132,B01HGMDO2U,shawna sick,4,Cat wouldn’t eat them 😩,10/6/22,This is the second brand of Cranberry treats I’ve purchased. She did not like & wouldn’t eat this brand. She prefers the Fruitables brand,Negative,Palatability
1135,B01HGMDO2U,Lisa,5,Cats won’t eat them anymore. Not the same.,5/18/21,These are NOT the same as previous orders. They are lighter in color than before.  My cats loved them before and would beg for more. But with this new batch they won’t eat them and one will not even come to see what I have for her because she knows they are not as good as before. They are NOT RETURNABLE OR REFUNDABLE so only buy  one to see if your cat will like it. I’m stuck with 6 now that my cats won’t eat. (My usual order for my 3 cats) I’m wondering if they even have the urinary tract ingredients that are advertised. I’m looking for something else now.,Negative,Value for Money
1136,B01HGMDO2U,Carie C,4,My cat wouldn’t eat them….and she eats everything!,9/27/22,My kitty wouldn’t eat these treats…in fact she tried to bury them under the rug!  Haha. The dog liked them just fine!,Negative,Palatability
1142,B01HGMDO2U,Cindy,2,"My cats 1yr, 3yr and 8yr don’t like",10/13/23,"Not for every cat!!!My cats 1yr, 3yr and 8yr don’t likeWaste of money",Negative,Palatability
1146,B01HGMDO2U,dalbi1,2,Cat no likey,9/26/23,I’m sure this is a wholesome and lovely product but my cat could not be more disinterested in this treat. One sniff and away she went.,Negative,Palatability
1152,B01HGMDO2U,Sharon B.,3,My cats won't eat them.,6/6/22,"I bought these for my male cat who is prone to urinary blockages.  He is on a prescription diet for life and * I miss * giving him treats.  He will not eat them, and unfortunately, neither will my other house cat.  Even my 5 outside barn cats will not eat them!Good idea with these treats, just not for me.",Negative,Health Issues
1154,B01HGMDO2U,L. Burgess,3,Don't buy a several bags like I did...,9/9/22,"Don't make the same mistake I did and buy a bunch based on other reviewers.  My two cats won't eat these, spit them right out.  Tried hiding in the food, they are all over the floor by their dish.Granted other cats may love them, mind did not.",Negative,Palatability
1157,B01HGMDO2U,Darlene cloutier,3,My cat doesn't like,12/5/22,I can't really leave a very good review. My cat won't eat them as a treat. I've tried adding a couple to her kibble dish and she eats around them,Negative,Palatability
1162,B01HGMDO2U,Dawnsky,3,Cat Hates This.,8/11/22,"Well, the ingredients are great!  Unfortunately, these only help if you can get them down your cat's gullet.  My boy actually spit out the one he tried.  Oh well, at least the roomie's garbage disposal, I mean dog, will enjoy them!",Negative,Palatability
1165,B01HGMDO2U,Southern Mississippi,2,Not liked by any,8/4/22,"We have twelve full time house cats.  That means a variety of taste buds and plenty of individuality.With that said, nobody liked these.  A couple would eat a few of them occasionally, but in general, they just got a sniff before stalking off in disgust.We have a couple of cats with tendencies towards urinary tract problems.  It was a great idea, but if they won't eat them, it's pointless.  (Neither of our UTI cats will touch them.)  Maybe some cats will be more interested, but at our house, they were a bust.",Negative,Palatability
1170,B01JONK8Q4,Donald J. Young,4,My dog chews through these in less than a minute.,2/26/23,"My dog loves them, but they don’t last long at all. I will not buy again.",Negative,Value for Money
1174,B01JONK8Q4,Erica lynn,3,Very strong smell,1/21/24,"These are pretty rough smelling. My dog will chew on them but I made the mistake of throwing them in the bin I keep all little outfits,blankets and toys and now I have to wash them all just from the smell coming through the bag.",Negative,Palatability
1175,B01JONK8Q4,Sal,3,Very strong smell and unhealthy ingredients,8/25/23,"We have become very mindful of what we have been giving our dog lately and we realized that ingredients on this products are not healthy. It also has strong smell, which is not unpleasant as such but it strong such that the whole room fills with smell.It does become sticky after use of puppy/ dog doesn’t drops it around places.We used a few times and moved to another product. The packet is sitting almost full now waiting to be discarded.",Negative,Health Issues
1182,B01JONK8Q4,Lorraine Beckwith,4,Start slow - digestive problems,11/24/22,My two small dogs like these but it gives them loose stools - only 1-2 a week,Negative,Health Issues
1200,B01JONK8Q4,Kimberly  Lewis,3,Wish I could give 5 stars!,2/19/22,"I’m so sad to have to write this review! Our puppy has LOVED these chews since the time we brought her home, however we’ve realized they’re making her sick. She’ll have bouts of throwing up all her food after she eats, and though it’s partially due to her fast eating, we’ve observed that it’s always after she’s had a chew stick the night before. Might work better for other dog breeds, but our sweet bernedoodle is a no go :(",Negative,Health Issues
1201,B01JONK8Q4,abc,2,Too hard,6/9/23,I have been buying these for a long time. Lately I have been receiving them and they are hard as nails - especially the ends-  which are very sharp. They are not out of date. I don't feel comfortable giving this to my dog anymore,Negative,Product Quality Issue
1215,B01JONK8Q4,Barbara93,1,My puppy didn't like them.,11/12/23,"My puppy is like a garbage disposal because he will eat anything. He even tried eating Styrofoam! He usually enjoys ALL foods, but he doesn't like these. He tried it once and won't eat the rest the bag. Unfortunately, it was a waste of money =/ Too bad Greenies for puppies is hard to find. He likes those better.",Negative,Value for Money
