product_id,user_name,rate_stars,review_title,review_date,comment_content
B09FQ9VZNP,Cathy,3.0 out of 5 stars,Soft treats for your cst,"Reviewed in the United States on October 24, 2021",So I was really hoping our cats would love these soft treats so I could feel good about giving treats that had some health value to them. Unfortunately only 1 of our 3 cats would remotely touch them and it was only once.  I’m sure it’s just that our cats are picky about their food and treats.  They seems to be good quality with good packaging. Our cats just prefer the junky treats to the healthy ones. Go figure.
B09FQ9VZNP,Joe Smart,2.0 out of 5 stars,Both of my cats hate the flavor,"Reviewed in the United States on October 30, 2021","Different cats have different tastes so normally I wouldn't give a product two stars just because my cats didn't like the flavor but I really think it's warranted and possibly even generous in the case of Get Naked Essential Health Biteables because both of my cats really love treats but they absolutely hate these.The package boasts that Get Naked Biteables provide essential health benefits including lysine and probiotics and that the #1 ingredient is real chicken--although that last one doesn't actually mean anything because they could be saying that the highest quality or most expensive ingredient is chicken, not necessarily that chicken makes up the largest actual portion.  In any case, these are not cat food--they are cat treats.  With cat food, strong health benefits are definitely something you want to look for but with treats the number one most important thing is flavor.  Cats should be thrilled when you pull out the package and they see that you are about to give them a treat.I have two cats.  They both love treats.  They both ate exactly one of these Get Naked Bitables treats and will not touch them again.  They absolutely hate the flavor which means these aren't much of a treat as far as my cats are concerned.  Get Naked Biteables might well be very nutritious but they neglected the single most important thing that every cat treat needs which is great taste."
B09FQ9VZNP,GK5040,4.0 out of 5 stars,A treat that is more like a vitamin!,"Reviewed in the United States on October 25, 2021","Our Siamese kitten is kind of picky about her food yet she loved these soft heart shaped chewable cat treats. They are made in the USA, and chicken is the first ingredient, however they smell more fishlike.  These treats are more than a treat, they are a probiotic containing Lysine which is an essential amino acid helps pets produce antibodies and enzymes that support immune systems.  It is also helpful for calcium absorption which supports strong bones and promotes healthy skin. This is important, so our kitties can fight diseases and have healthy bones. Cats do not make lysine on their own. They must obtain it through their food and supplements.  L-lysine is not for all cats so check with your vet. I do not agree on the dosage. I think these treats should be used sparingly because it can interfere with other medications. The package is small but affordable. I’m feeding our 7 month old cat one a day to support a healthy gut and immune system."
B09FQ9VZNP,Dzilizi,4.0 out of 5 stars,Cats like them,"Reviewed in the United States on October 13, 2021","My cats really like these.  As in gobbled them down before the dog realized they were getting treats.  I may have to replace the other lysine treats with these.  However, a serving size is something like 4 or 5 a day.  With the number of cats I have, they will go fast. The other lysine treats I use are one to two a day.  And they aren't as popular.  Though fortunately, the one cat that really needs them also likes them.  And price-wise, they are about the same.However, they do make a joint health treat that I may have to try for my cat with a damaged spine (before I owned him - got him that way from the vet where he was dropped off)  I've yet to find a treat/pill that he will take."
B09FQ9VZNP,nlb,3.0 out of 5 stars,Would like better instruction,"Reviewed in the United States on July 13, 2022",Kitties getting diarrhea from a couple of trts
B09FQ9VZNP,Jeannette Belliveau,5.0 out of 5 stars,Combination of treat and treatment for my feline,"Reviewed in the United States on November 9, 2021","My older gray tabby has had feline herpesvirus since she was a young adult. Lysine can be a good thing to try to help these cats with their symptoms of sneezing and rasping. She loves these Biteables and seems to think they are a treat on par with Temptations, and that is in contrast to other lysine supplements she has quickly lost interest in.Cats with breathing difficulties sometimes also have trouble with their sense of smell, and I suspect the ingredients here such as natural fish and tuna flavors are strong enough (but pleasant to the human nose) to maintain their appeal to a congested kitty. The main ingredients here are chicken, glycerin, sweet potatoes, tapioca starch and L-lysine.These snacks also contains dried Bacillus fermentation product, designed to promulgate digestive health.The manufacturer recommends five to six of these soft treats per day. The treats are made in the US and specifics are not provided (that I can see) on where the ingredients are sourced.Review of Get Naked Essential Health Biteables, Land & Sea Recipe, 3 oz,Natural,912672"
B09FQ9VZNP,Kort,5.0 out of 5 stars,3 Out of 4 Of My Cats Liked It,"Reviewed in the United States on October 27, 2021","My cats love their treats and are quite content with the average offerings at my local grocery store. However, the Biteables are more than treats. They're a source of good nutrition too! They weren't universally accepted in my household as 3 out of 4 of my cats gobbled the treats down while one refused them. So this may not be for every cat. But given that they're a better alternative to traditional treats, I think they're worth a try. They have a soft texture and seem fresh right out of the resealable package.Made in the USA~ Kort"
B09FQ9VZNP,Brenda Marie,5.0 out of 5 stars,<3 My kitty LOVES these <3,"Reviewed in the United States on October 19, 2021","My kitty LOVES these treats – like climbing on me to get them!  So, no problem there at all.  My kitty is a big long kitty weighing in at 16 pounds, though.  The directions say to give 5 to 6 treats for cats over 5 pounds.  I am not a scientist but maybe my kitty would rather need like 10 to 15 treats for her weight?  I dunno – I know sometimes it doesn’t work that way.  Either way – 5 to 6 treats every day seems like a lot for my baby.  I don’t give her many treats – and definitely not even every day.  So, for me – these work more of a treat with benefits rather than a supplement.  But to each their own.  Taste wise – my baby LOVES these – and that is what is most important!If you found my review helpful, why not click the “helpful” button. Thanks! Enjoy your day! : )"
B09FQ9VZNP,"A reader, a crafter, a gardener and cook",5.0 out of 5 stars,9 out of 9 cats loved these,"Reviewed in the United States on October 24, 2021","I have 9 cats and all of them loved these. They're semi-moist, not at all crunchy, which my cats seem to prefer. They hold their shape, but you can push a fingernail in them. I got them for one elderly cat who's stool seemed to be a bit looser then normal on occasion and the vet could find no reason. I thought the probiotic aspect couldn't hurt and might help. I've been giving him the 5 per day as recommended but see no change other than the other cats resent me for not giving them as many, lol. It's only been about a week and a half and I'm running out so I'm not sure if my cat's issue is not probiotic related (probably) or I haven't been giving him these long enough or if that aspect of these is no good.But they all like them as treats so I'm happy."
B09FQ9VZNP,Tamara Thorne,5.0 out of 5 stars,The Cats Love These,"Reviewed in the United States on October 11, 2021","All six of our cats are crazy about these healthy treats. If I'd let them, they'd eat nothing else.  The first ingredient is chicken, there are no grains, and they contain probiotics, flaxseed, and L-lysine, all terrific for feline health and digestion. Everything in these treats is natural so I'm happy to give these to my guys.They aren't inexpensive, but they aren't just treats, they're healthy supplements, so they're reasonably priced. I intend to keep them around for my cats at all times. They love them!"
B09FQ9VZNP,optimummind,2.0 out of 5 stars,My kitty won't eat them.,"Reviewed in the United States on October 23, 2021","I got these for my 13-yo Doll Face Persian and he doesn't like it. At first, he tried a couple because I guess the treats smelled good and he was willing to test them out. From the second time and onward, he just ignores the treats.2 stars."
B09FQ9VZNP,Aver,5.0 out of 5 stars,Cat is addicted,"Reviewed in the United States on November 16, 2021","My cat/kitten will go nuts for these. I keep them in a little box away from her but if she can smell them, its on.The ingredients are good and I find that one or two treats a day is great for her. Its a nice treat for my kitty and the little pouch has plenty to go around.Im not entirely sure how effective it is but I am looking forward to any improvements.Its only been a week and a half of treats so well see the outcome.My cat loves them that's all I know."
B09FQ9VZNP,BaliDreamer,3.0 out of 5 stars,Great Ingredients and Price!!!,"Reviewed in the United States on November 4, 2021","Two out of two cats don't like it, including my Fat Cat that will normally eat anything you give him and my prissy spoiled cat that is always finicky but a sweet fur ball of pure love!!!  Too bad they won't eat it, the ingredients are great and it would be good for them, but they just turn up their nose and walk away from it every time I try!!  Thank you!!!"
B09FQ9VZNP,Shaun H20,5.0 out of 5 stars,Our 3 cats love these!!,"Reviewed in the United States on October 29, 2021","The proof of a good cat treat is how quickly they eat them and how much they pester you for more.  Well in that regards these treats are a HUGE HIT with our three cats.  All three go crazy when they see the bag.  And before you think they do that all the time as they are hungry little critters, well they don't.  I have had a ton of different treats for them and it's really rare all three love the same thing but they do these treats!"
B09FQ9VZNP,Lazy Day Gardener,5.0 out of 5 stars,Great for getting cat back in shape...,"Reviewed in the United States on October 16, 2021","We're using Get Naked Essential Health Biteables to help a formerly stray cat get back in shape.He really needs the lysine, probiotics, and flaxseed to help his immune system, gut, and digestive health rebound after being on his own. And the Land and Sea flavor seems to please.I like that it's made in the USA and that chicken is the first ingredient."
B09FQ9VZNP,Daffy Du,5.0 out of 5 stars,"Three out of four cats say, ""YUM!""","Reviewed in the United States on October 15, 2021","Cat treats, like cat food, are always a crapshoot. You never know what they're going to like and what they're going to reject out of hand. This is doubly true when the treats double as supplements, as these do.However, after initial reticence, three of my four cats have come around to them with great relish and enthusiasm. I like that they're healthy. They apparently like the taste and texture. A win-win!"
B09FQ9VZNP,Diane Cass,5.0 out of 5 stars,Cats love it,"Reviewed in the United States on December 17, 2021","So far, the cats seem to be enjoying these treats. They don't want very many. They will eat a few and then don't want any more for a bit, but they do like them. I just pull them out once in a while for something different."
B09FQ9VZNP,MistyriousCreations,5.0 out of 5 stars,Cats Scarfed These Down!,"Reviewed in the United States on October 13, 2021",The ingredients are really good at least much better than other any other treats that store bought! Plus my cat's loved them! In fact they loved them so much one of my cats managed to get the drawer open that these were in pulled the bag out and I found the bag empty and shredded!
B09FQ9VZNP,Jackie,5.0 out of 5 stars,Cat approved,"Reviewed in the United States on November 19, 2021","My grand-cats loved these, and they are good for them. Quality ingredients. Good value."
B09FQ9VZNP,,,,,
B09FQ9VZNP,Kier,5.0 out of 5 stars,My favorite cat treats now.,"Reviewed in the United States on December 29, 2021",My cats LOVED these. I love that they are good for them! The price is very well for the quality of ingredients. I will be buying again! 😄
B09FQ9VZNP,,,,,
B08PQ7VYSV,Avid Amazon Customer,5.0 out of 5 stars,Any puppy will love these if you can find a good price,"Reviewed in the United States on December 16, 2023","Of course, any puppy will be delighted to chew away on these, but it's best to wait for a promotion because they don't last as long as one might have hoped, and they cost a pretty penny for each one dispensed."
B08PQ7VYSV,Aksunai,5.0 out of 5 stars,Great for puppies,"Reviewed in the United States on November 4, 2023","Give these to my grandpuppy once a day in the morning when it is time for her to go into her ""room"".It has helped with her chewing and teething so much"
B08PQ7VYSV,Linda Durrett,5.0 out of 5 stars,It is good for teething puppies,"Reviewed in the United States on November 14, 2023",I like it and my puppy loves them.
B08PQ7VYSV,Myst3rious1,5.0 out of 5 stars,My puppy loves these,"Reviewed in the United States on June 26, 2023","I have two 8-month old pit bulls.  These are great for teething.  They do last longer,  it maybe not for heightened aggression of pit bulls.  I think they’d work great for other large breed teething puppies.  It is a good product; but think there should be more than 6 for price paid."
B08PQ7VYSV,Chris,4.0 out of 5 stars,My puppies absolutely loved these,"Reviewed in the United States on May 15, 2023",My puppies loved these while teething. But they are pricey and I think it was hard on their stomach.
B08PQ7VYSV,Veronica Koval,5.0 out of 5 stars,The best ! A must buy for any puppy,"Reviewed in the United States on October 13, 2022",My 3 month old shepherd absolutely loves these. I give him one a day keeps him from chewing the furniture and busy for a good hour
B08PQ7VYSV,Scarlett Estelle,5.0 out of 5 stars,My pup loves these!,"Reviewed in the United States on October 16, 2022","Great for teething puppy, but a tad pricey for only 5 to the bag"
B08PQ7VYSV,Lindsey,5.0 out of 5 stars,Perfect puppy treat,"Reviewed in the United States on June 10, 2021","These are my puppy’s favorite teething treat. While my adult dog could chew these up In a minute, it kept my puppy (with puppy teeth) busy for quite a while. I highly recommend these for young puppies or light chewers."
B08PQ7VYSV,Vincent Graham,4.0 out of 5 stars,Stops from chewing other Important stuff,"Reviewed in the United States on June 5, 2023",It keeps my two puppies from chewing my shoes.
B08PQ7VYSV,Linda M,3.0 out of 5 stars,Puppy did not like them,"Reviewed in the United States on October 15, 2023",I am not sure why he did not like these
B08PQ7VYSV,Aujalee Moore,2.0 out of 5 stars,Very small,"Reviewed in the United States on January 12, 2024",Smaller than advertised when they arrived
B08PQ7VYSV,Geo,3.0 out of 5 stars,Choking hazard ? Please watch your pet,"Reviewed in the United States on January 24, 2023",Second time my 48 lb & 4.5 month old lab somewhat chokes on these. The piece gets stuck or something and he gags to try to get it in or throw it out. Unfortunately I won’t be buying these anymore. They were so good too
B08PQ7VYSV,Kat,2.0 out of 5 stars,"These are great treats, but for teething the lasted less than a minute.","Reviewed in the United States on October 21, 2023","These are great treats, but for teething the lasted less than a minute."
B08PQ7VYSV,Niki,2.0 out of 5 stars,Puppy Love,"Reviewed in the United States on April 30, 2023","Our puppy is an aggressive chewer and we are always looking for some kind of chew treats that are as they say longer lasting unfortunately I was just a bit disappointed in these as they didn’t last as long as I hoped for the amount vs cost there aren’t as many as one would hope, However our pup definitely likes the flavor"
B08PQ7VYSV,nanc,4.0 out of 5 stars,teething ring,"Reviewed in the United States on January 4, 2022",They are a good product mylab puppy just devoured it fast
B08PQ7VYSV,Amazon Customer,3.0 out of 5 stars,Good Teething Ring for Smaller Dogs,"Reviewed in the United States on September 8, 2021",Way too easy and quick to chew for a german shepherd mix puppy at 3 months of age.  It only took him 10 minutes to finish.
B08PQ7VYSV,CR,1.0 out of 5 stars,Shocking hazard,"Reviewed in the United States on September 4, 2023","I prefer to not give this to my puppy. Thank God he was supervised, he almost shocked. Please be careful, it was a scary experience."
B08PQ7VYSV,Martha C. Rodriguez,5.0 out of 5 stars,Good,"Reviewed in the United States on June 13, 2021",My dog loves it. Have bought it many times
B08PQ7VYSV,Marsha blake,1.0 out of 5 stars,Horrible it crumbles,"Reviewed in the United States on August 17, 2022",It crumbles I just have little yorkie  puppy
B08PQ7VYSV,Trusting Consumer,1.0 out of 5 stars,Says for puppies but too big for my puppy,"Reviewed in the United States on December 5, 2021",Wanted my puppy to have biting options but size was too difficult for her. She is a 5 poundMorkie
B08PQ7VYSV,rhonda williams,1.0 out of 5 stars,Eew,"Reviewed in the United States on July 20, 2021","Disgusting!! These rings absolutely reek, so I'm giving them to my older pup to get rid of them!!"
B08PQ7VYSV,Anderson789,1.0 out of 5 stars,Choking Hazard,"Reviewed in the United States on January 12, 2024","Always have to toss them after my 7lb puppy (mini golden doodle) breaks the ring after a few mins after chewing. Then she breaks off pieces. The pieces are hard and can cause choking. Beware and at the very least, don’t leave your dog alone with these."
B08PQ7VYSV,Diane B,1.0 out of 5 stars,Please read,"Reviewed in the United States on April 18, 2023",Warning ⚠️ My 5 month old Golden Retriever is 45 lbs & a really strong chewer. These rings have a great flavor he liked. Please don’t ever leave your young pup or adult dog unsupervised because big pieces break off or just don’t give because the pup cannot chew them. I had to stop them all together because even when supervised there’s a risk of choking. I have tried calling the company but no response.
B08PQ7VYSV,Mal,1.0 out of 5 stars,My dog and Neibors won’t even touch them,"Reviewed in the United States on November 28, 2022",I do not recommend these at all. My puppy refuses to even grab it with his mouth. My Neibors dog who loves chewing bones and rings won’t touch it and won’t even put in his mouth to move out of the way. They smell terrible and are very hard (my puppy couldn’t even chew if he wanted to)
B08PQ7VYSV,Maggie Mae,5.0 out of 5 stars,Great purpose treat for dog,"Reviewed in the United States on May 6, 2022",My doggie is not picky. She loves these.🙃
B08PQ7VYSV,Amaya Acevedo,5.0 out of 5 stars,Love,"Reviewed in the United States on April 8, 2023",I bought this for my puppy but my other two loved it so much I had to buy another bag for them. Kept them busy for awhile
B08PQ7VYSV,Alexis Whitehorn,5.0 out of 5 stars,These are great,"Reviewed in the United States on January 26, 2023",My puppy loves these! Although I got the salmon rings and they kind of smell like pee. It was a little confusing but they’re still great! Would recommend.
B007RW7CJQ,e,5.0 out of 5 stars,Dog loves them,"Reviewed in the United States on January 24, 2024",They last a long time
B007RW7CJQ,Highly Favor3d,5.0 out of 5 stars,A hit - will purchase again,"Reviewed in the United States on October 22, 2023",My dog is picky about the bones and snacks enjoyed. This was a hit. It was gone very quickly. It is definitely something that will be repurchased. Pleased with the purchase. Would recommend.
B007RW7CJQ,Paul Mays,4.0 out of 5 stars,Worked Fine,"Reviewed in the United States on January 12, 2024",Little pricy for just the two.  Not for senior dog.
B007RW7CJQ,DACDOG,5.0 out of 5 stars,Long lasting for aggressive chewer,"Reviewed in the United States on September 12, 2023",We had used the teething rings when she was a pup but she started finishing those in about 10 minutes. This one has been chewed on for a week with minimal damage.
B007RW7CJQ,LT,5.0 out of 5 stars,Great,"Reviewed in the United States on October 14, 2023",Didn’t take long for my dog to eat on it
B007RW7CJQ,Amazon Customer,3.0 out of 5 stars,It’s not long lasting,"Reviewed in the United States on November 27, 2023",My puppy loves this bone.
B007RW7CJQ,Amy,5.0 out of 5 stars,10/10 for my small Frenchie that loves to chew.,"Reviewed in the United States on November 6, 2020","The pic is my frenchie with her bone after about 20 mins of chewing.My French bulldog chews through all of the edibones I get her really really quickly. This is the longest lasting so far.I get her the largest possible size. She’ll go through a small Nylabone in about 10 mins. This takes her a few hours but more importantly it keeps her attention and satisfies her chewing urge.My frenchie is about 15 pounds at six months old and has most of her adult teeth, they’re still growing in and she needs to sink them into something.Tbh I hesitated about getting such a big bone for my small dog, but it was the right call. Not only does it keep her busy for a while but because it’s so big, it’s stripped her of the urge she started getting with the small bones to swallow them whole as soon as they seems small enough. Now she chews it down to a tiny nub and doesn’t try to swallow it (tho I still grab it and throw it away if I see it).Good bone, do recommend for smaller dog if they are a strong chewer."
B007RW7CJQ,kristin,5.0 out of 5 stars,"Another ""4 Paws Up"" Review!","Reviewed in the United States on March 30, 2023","After purchasing the testing sticks for my 8 week old Huskey puppy, I saw this bone on sale. Same brand, my puppy LOVES the sticks, so I thought ""why not try the bone?""Great decision! Puppy LOVES it. She's made her way thru one end of it & it's her first choice in her basket full of toys.She's currently teething & I'm surprised at how long the bone has lasted. I'm getting ready to purchase another one now to have on hand!!"
B007RW7CJQ,Melissa,3.0 out of 5 stars,loves - not lasts,"Reviewed in the United States on January 30, 2024","I have a black mouth cur- 55lbs, 1 year old, Heavy chewer...this last her literally 2 minutes. I gave it to her, turned around to throw out the package, came back and she was beggin for more.I got nutter peanut butter and MAN she LOVES loves loves!!But if your looking to keep your dog busy, this ain't it!"
B007RW7CJQ,Kaylee B,4.0 out of 5 stars,Lasts longer than teething ring!,"Reviewed in the United States on September 27, 2023","We have a 10 week old German Shepard pitbull mix and she loves to chew on everything! She loved the teething rings by this brand but after she figured out how to get through the first one, she was able to chew through them in about 5 minutes. These bones have lasted her hours! The first one she finished in about 4/5 hours so that’s an improvement from the rings. Just ordered the 7in one pack to see how long that one will last her."
B007RW7CJQ,Nhlapore,4.0 out of 5 stars,Dog liked it,"Reviewed in the United States on August 5, 2023","It went fast, strong dog doberman"
B007RW7CJQ,Jason Howell,3.0 out of 5 stars,Small,"Reviewed in the United States on October 25, 2023",It’s way smaller than it looked. I hope it holds up to my 30 lb dog.
B007RW7CJQ,Sarah Suekawa,3.0 out of 5 stars,"Amstaff loved it, but did not last long","Reviewed in the United States on September 12, 2023","Our Amstaff absolutely loved this peanut butter bone!  But it only took her like 5-10 mins to eat the whole thing.  The price is great though, so we will likely purchase again, but definitely not long lasting for aggressive chewers."
B007RW7CJQ,Katherine,4.0 out of 5 stars,Happy Dog for 5 Minutes,"Reviewed in the United States on December 3, 2022","My 50 lb, 9 month Shepsky LOVES these bones. He’s had the large peanut butter and chicken bones several times each. However, he can finish one bone off in about 5 minutes. That time includes the minute he spends licking every surface the bone might have touched.With how happy the bones make him, I wished the bones lasted longer, but paying about $1 a minute isn’t in my budget.Also, the bones made him a bit gassy. He had no other intestinal issues."
B007RW7CJQ,Dakota Settles,5.0 out of 5 stars,Dogs loved them!,"Reviewed in the United States on September 24, 2023",My dogs loved them! Will purchase again!
B007RW7CJQ,Lili,4.0 out of 5 stars,Is not bad,"Reviewed in the United States on March 14, 2023",My dog is an aggressive chewer so this was done in a few hours but it lasted enough! Would recommend
B007RW7CJQ,Muffy S,4.0 out of 5 stars,Went too fast,"Reviewed in the United States on April 21, 2022","My dog loved this. She was super interested in the package and couldn't wait for me to get it open. She ran off to a comfortable place and started chewing away. Unfortunately, she had it reduced to a handful of crumbs within the hour. She is a pretty strong chewer, but for the price, I figured it would last several days at least.I will probably buy it again for a special occasion, like when I need her distracted for a little while. For the cost, though, it will not be a regular addition. Even though she absolutely loved it."
B007RW7CJQ,Michelle,3.0 out of 5 stars,Caution; Throw Out When It Gets Hard!,"Reviewed in the United States on April 14, 2021","So, I've been getting these for my dog a while now. She normally scarfs them down over the course of an hour, but the latest time, she decided she wanted to keep one end of it to put in her little treat stash. About a week later, she grabbed it, we played fetch with it (it was hard like rock now) and she ate it; I thought nothing of it because it still chewed apart. Later that day, about 12 hours, she threw up a large amount pieces that weren't digesting. Even though they weren't splintering, the pieces were just sitting in her stomach like a bunch of rocks. They were getting smoother and I'm sure still digesting, but they were also causing obvious pain to her and she was unable to eat anything else while they were still clanking around in her stomach.I'd still absolutely recommend these to dog owners, but with much more caution and awareness. Once the texture isn't the soft-ish bendable feel it was out of the bag, its time to toss it. I got lucky she threw them up, and that none of the harder bits did splinter, but its important to be aware of things like intestinal blockages or damage that can occur from treats that appear fine."
B007RW7CJQ,BLOOMING75,5.0 out of 5 stars,My Frenchie Loved It,"Reviewed in the United States on April 9, 2023","Tough  enough without being too tough. My Frenchie usually mows through chews in 45 min max. This took a beating, a hard hour or two chewing, then dragging it outside, and dragging it back in. He never half eats anything and this passed the test… it is day 2 and it is hanging tough through the chewing."
B007RW7CJQ,MJO in NC,2.0 out of 5 stars,Disappointed,"Reviewed in the United States on September 19, 2023","Well, I had high hopes for this.  Read the reviews. Thought it might be just what I was looking for. It lasted maybe 15 minutes before it was slimy, stinky and then he snapped it and it broke right in half. Leaving a super sharp broken end. Hoping he didn't swallow the other side because we couldn't find it anywhere. He was not unsupervised. Now concerned even though it says digestible, that the sharp end could be dangerous.  I wouldn't recommend just for the possible choking and danger potential"
B007RW7CJQ,Michelle,4.0 out of 5 stars,I'll have to update later....,"Reviewed in the United States on December 9, 2022",I gave the dog the bone and he buried it under the bushes in the backyard.  I'll have to wait and see what he thinks of it once he retrieves it.
B007RW7CJQ,Rachel Walker,2.0 out of 5 stars,These do not last long,"Reviewed in the United States on January 9, 2024",My dogs had these devoured within 30 minutes or less.
B007RW7CJQ,Hendrix,5.0 out of 5 stars,Cockapoo Loves,"Reviewed in the United States on July 17, 2023",My cockapoo gets 1 a month and she LOVES it soooo much usually gone in 2 days
B007RW7CJQ,Gloria O,5.0 out of 5 stars,Sturdy,"Reviewed in the United States on May 20, 2023",We have chewers at home. They love these & can chew on them for long periods of time & can still go back to chew later. Our dogs love them.
B007RW7CJQ,Nilda Lewis,3.0 out of 5 stars,Small,"Reviewed in the United States on March 4, 2023","I got these for my large dogs.My Rottweiler ate it in less than 4mins. My Shepard puppy has been playing and chewing on his. My small Boston terrier loves it.  They all love it, but I wouldn't buy them again for my larger dogs. If this is a large I just can't imagine how tiny the small must be."
B007RW7CJQ,Alicia McGilloway,3.0 out of 5 stars,These are really small,"Reviewed in the United States on May 22, 2023",Didn't realize how small these would be. I figured it would take my dog awhile to eat but she ate it really quickly. Next time I'll get the bigger ones.
B007RW7CJQ,Samantha,5.0 out of 5 stars,Best thing we’ve gotten for our puppy!!,"Reviewed in the United States on April 1, 2022","My best friend came to visit our 10-week-old puppy and brought him one of these. We had been really struggling with some behavior issues because we couldn’t find anything that he would do independently.Enter this bone.It was a godsend for us and he absolutely loves it. He snuck it outside, dug a hole, and buried it for safe keeping- it was that precious to him. He’s gone through a few since then but it takes him a few days of multiple 5-10-min chew sessions to get through one. And he’s had no digestive issues from it!! Love love love these and will continue buying more."
B007RW7CJQ,Edward Lee Robinson Jr,3.0 out of 5 stars,Tiny,"Reviewed in the United States on June 4, 2023",The bone was very small.
B007RW7CJQ,Sharon Decarlo,5.0 out of 5 stars,Bacon chew bone,"Reviewed in the United States on May 31, 2023",My puppy loved this chew bone. I definitely will order more
B007RW7CJQ,Tabatha,5.0 out of 5 stars,Paisley Loves These,"Reviewed in the United States on February 21, 2023",I was buying the smaller ones but they would be gone in 2 hours so I started buying the big ones. These last a good 2-3 weeks! Her favorite treat hands down
B007RW7CJQ,Chelsie Lay,5.0 out of 5 stars,Best thing ever! So glad I found these!!!!!!,"Reviewed in the United States on November 13, 2019",These are absolutely the new chew bones in our home from now on!!! I have 7 dogs and do rescue so we have a houseful and most are large dogs and can chew almost any bobe in like 2 seconds....but not these. Also they keep interest in them I guess due to the peanut butter flavor. The price is great as well. I was buying smartbones which they love but ate in literally 2 minutes and whimsies which lasted about 5. These last several hours with the biggest power chewer i have which is a 157lb Neapolitan Mastiff. So glad I found these bones!! And my Mastiff has had 2 yes 2 surgeries to remove foreign objects which one was a handtowel but the other was rawhide so these are rawhide free and so much safer. I will be buying these from here on out!! And telling everyone about them as i am a vet tech!!!
B007RW7CJQ,James,5.0 out of 5 stars,Good,"Reviewed in the United States on April 26, 2023",I couldn't find my dogs favorite bone but this got the job done
B007RW7CJQ,Maryland Oracle,4.0 out of 5 stars,"They love the peanut butter flavor, but it never lasts too long!","Reviewed in the United States on February 24, 2021","We have a couple of active chewers to keep happy.  So, once a week, they get a P Nutter each.  A good, edible chew bone in the evening gets them relaxed.  Pork skin is fine...like pretzels to you and me, but they love peanut butter.  So, we trade off a longer-lasting, tougher chew bone for the taste they love.  If we get 10 minutes of quiet off these bones, everyone is pleased."
B007RW7CJQ,Brandi,5.0 out of 5 stars,Puppies,"Reviewed in the United States on August 3, 2022","I have 2, 13 week old puppies and every chew/teething toy or treat I buy them, they destroy in minutes. This bone has lasted 1 hour and is still almost a complete bone. It is a little messy but it is worth it to help the teething and it keeps the puppies occupied"
B007RW7CJQ,taylor m.,5.0 out of 5 stars,Best dog bone ever!,"Reviewed in the United States on June 6, 2017","My pup (almost 7 month old) loves these! I first found this product at TJ Maxx in the pet area and bought a bunch when I adopted her cause I knew she would be a chewer! (Labradoodle) unfortunately for me they haven't had them again and I was so bummed when I couldn't find them in any near by stores! Thank god they have them here on because I tried to give her those wood scented/flavored chew sticks and she wouldn't touch it after a few days!Decided to go with a monthly subscription because of how much she loves them. Better to have to many that's none at all!!The best part is how long they last!!! She carries them with her wherever she goes; around the house, to the car, to visit relatives. Great product and I hope they add the chicken flavored ones on here for subscription too!"
B007RW7CJQ,S. Baker,5.0 out of 5 stars,Sturdy and tasty,"Reviewed in the United States on December 3, 2020","I got these for a potentially long car trip but ended up finding a sitter for my pup, so I saved them for when I could supervise her and see just how durable and safe these were. Well, turns out they’re pretty durable as we are at least 20 min into a mad chew session and there are only a few scratches to show for it! She loves it, it seems. I’m sure once she makes progress I’ll have to toss some as it will turn into a choking hazard but that is going to take a while. Good buy."
B007RW7CJQ,bonana,3.0 out of 5 stars,he buries them,"Reviewed in the United States on June 21, 2016","sigh, buries these too.  had a feeling he would.package super-tough and impossible to open w/o scissors.  to give him some fun out of it, I gave it to him in unopened package. he likes to unpackage stuff himself better than to have it just handed to him but usully wont let him.after 4 days he still hadn't gotten it open so I cut it open and offered bone, which he immediately buried.is a mystery to me why he doesn't take more interest in this type of offering.  buries every one of the 50 diff types of chews I've tried so cant blame product.is a 4yr old new adoptee, sweet but untrained shelter resident that loves to chew.  on me, cardboard, brittle plastic, rubber doorstops(swallows rubber, dangerous), anything he isn't supposed to.  if I could just find him something legit he likes to chew before I go broke on this search. maybe a bit softer with an irresistible flavor?comments/suggestions welcome"
B007RW7CJQ,Floyd the Barbarian,3.0 out of 5 stars,German Shepherd likes but not long lasting,"Reviewed in the United States on December 10, 2022",Our GS likes these but devours one in 5 minutes. Not the long lasting teething treat we were looking for
B007RW7CJQ,Scott,2.0 out of 5 stars,Lasted 1 hour & upset stomach,"Reviewed in the United States on February 24, 2023","Wouldn’t recommend. We like N-Bones products, the teething rings have been amazing for our puppy but I got this and our 12lb dog finished the whole thing in maybe an hour. When I took it out of the packaging it was already like melting/crumbing off on my hands. Also caused some gastrointestinal distress, but that’s not surprising considering it is pretty big and she ate the whole thing in one sitting lol."
B007RW7CJQ,Laura,5.0 out of 5 stars,Chewers Chew,"Reviewed in the United States on July 23, 2020",N-bone is a great actually long lasting chew that keeps my great pyr entertained for quite a while. It is one of the few she hasn't been able to eat in a matter of minutes and keeps her from chewing on things that are a big no no. Definitely recommend this chew if your dog is a hardy chewer. Im not afraid to leave it with her while I'm out for a couple of hours and I feel that it won't break a tooth so I'd say its almost the perfect chew.
